,Crossing
8593,53
8594,64
8595,57
8596,23
8597,40
8598,58
8599,49
8600,40
8601,67
8602,63
8603,11
8604,55
8605,58
8606,70
8607,64
8608,32
8609,52
8610,56
8611,65
8612,52
8613,54
8614,68
8615,63
8616,16
8617,63
8618,37
8619,37
8620,47
8621,61
8622,64
8623,66
8624,59
8625,57
8626,69
8627,12
8628,68
8629,64
8630,69
8631,56
8632,48
8633,47
8634,69
8635,60
8636,32
8637,67
8638,12
8639,32
8640,56
8641,31
8642,18
8643,51
8644,51
8645,42
8646,14
8647,52
8648,47
8649,47
8650,56
8651,62
8652,64
8653,65
8654,61
8655,16
8656,56
8657,45
8658,69
8659,59
8660,12
8661,63
8662,42
8663,46
8664,11
8665,59
8666,57
8667,69
8668,72
8669,67
8670,67
8671,45
8672,42
8673,69
8674,25
8675,36
8676,12
8677,31
8678,35
8679,60
8680,64
8681,61
8682,49
8683,34
8684,65
8685,53
8686,72
8687,58
8688,53
8689,72
8690,12
8691,67
8692,71
8693,15
8694,66
8695,60
8696,14
8697,49
8698,60
8699,72
8700,53
8701,58
8702,59
8703,60
8704,69
8705,60
8706,42
8707,58
8708,25
8709,33
8710,63
8711,58
8712,56
8713,67
8714,54
8715,48
8716,36
8717,48
8718,72
8719,27
8720,66
8721,66
8722,37
8723,23
8724,64
8725,23
8726,52
8727,63
8728,17
8729,28
8730,67
8731,56
8732,60
8733,47
8734,64
8735,58
8736,26
8737,33
8738,67
8739,65
8740,64
8741,57
8742,62
8743,64
8744,64
8745,19
8746,54
8747,66
8748,61
8749,50
8750,60
8751,61
8752,68
8753,65
8754,64
8755,36
8756,48
8757,51
8758,71
8759,52
8760,51
8761,42
8762,63
8763,32
8764,68
8765,17
8766,52
8767,59
8768,59
8769,52
8770,67
8771,69
8772,69
8773,72
8774,63
8775,62
8776,62
8777,15
8778,18
8779,45
8780,68
8781,61
8782,33
8783,20
8784,31
8785,60
8786,24
8787,62
8788,64
8789,67
8790,67
8791,67
8792,68
8793,49
8794,41
8795,45
8796,63
8797,61
8798,64
8799,40
8800,66
8801,35
8802,61
8803,43
8804,64
8805,66
8806,65
8807,66
8808,66
8809,59
8810,52
8811,45
8812,74
8813,77
8814,25
8815,42
8816,64
8817,47
8818,65
8819,66
8820,63
8821,61
8822,32
8823,32
8824,58
8825,69
8826,54
8827,64
8828,63
8829,13
8830,55
8831,45
8832,67
8833,68
8834,52
8835,60
8836,69
8837,59
8838,31
8839,35
8840,25
8841,71
8842,51
8843,74
8844,66
8845,59
8846,57
8847,49
8848,47
8849,62
8850,61
8851,35
8852,46
8853,57
8854,8
8855,62
8856,32
8857,66
8858,57
8859,58
8860,68
8861,52
8862,40
8863,60
8864,64
8865,60
8866,64
8867,42
8868,53
8869,68
8870,59
8871,60
8872,62
8873,70
8874,70
8875,30
8876,60
8877,45
8878,52
8879,62
8880,64
8881,57
8882,66
8883,67
8884,26
8885,60
8886,13
8887,56
8888,60
8889,39
8890,68
8891,72
8892,65
8893,18
8894,15
8895,48
8896,55
8897,55
8898,68
8899,49
8900,71
8901,14
8902,65
8903,57
8904,61
8905,65
8906,58
8907,61
8908,13
8909,61
8910,13
8911,56
8912,65
8913,46
8914,27
8915,37
8916,63
8917,44
8918,9
8919,68
8920,43
8921,67
8922,30
8923,33
8924,38
8925,38
8926,52
8927,57
8928,36
8929,62
8930,59
8931,65
8932,65
8933,61
8934,44
8935,52
8936,34
8937,56
8938,40
8939,63
8940,68
8941,29
8942,66
8943,63
8944,45
8945,33
8946,43
8947,57
8948,35
8949,22
8950,60
8951,64
8952,42
8953,42
8954,34
8955,31
8956,57
8957,64
8958,62
8959,37
8960,35
8961,49
8962,58
8963,66
8964,39
8965,57
8966,63
8967,25
8968,70
8969,41
8970,57
8971,32
8972,61
8973,68
8974,13
8975,70
8976,70
8977,64
8978,57
8979,12
8980,65
8981,53
8982,60
8983,70
8984,76
8985,56
8986,28
8987,13
8988,68
8989,63
8990,68
8991,20
8992,62
8993,64
8994,68
8995,32
8996,69
8997,51
8998,14
8999,52
9000,60
9001,69
9002,53
9003,72
9004,52
9005,30
9006,63
9007,65
9008,63
9009,64
9010,61
9011,23
9012,56
9013,67
9014,39
9015,32
9016,42
9017,64
9018,55
9019,70
9020,67
9021,70
9022,63
9023,47
9024,49
9025,13
9026,42
9027,42
9028,53
9029,51
9030,68
9031,56
9032,60
9033,57
9034,45
9035,68
9036,60
9037,52
9038,63
9039,64
9040,63
9041,46
9042,64
9043,63
9044,39
9045,15
9046,12
9047,59
9048,30
9049,64
9050,63
9051,65
9052,27
9053,42
9054,64
9055,27
9056,39
9057,64
9058,46
9059,55
9060,19
9061,62
9062,19
9063,58
9064,67
9065,44
9066,44
9067,63
9068,61
9069,58
9070,58
9071,31
9072,13
9073,62
9074,66
9075,54
9076,39
9077,58
9078,58
9079,64
9080,47
9081,57
9082,35
9083,66
9084,40
9085,20
9086,64
9087,32
9088,35
9089,53
9090,65
9091,26
9092,70
9093,67
9094,59
9095,53
9096,12
9097,52
9098,14
9099,63
9100,58
9101,54
9102,60
9103,66
9104,65
9105,68
9106,47
9107,55
9108,26
9109,54
9110,63
9111,71
9112,63
9113,61
9114,54
9115,66
9116,62
9117,35
9118,61
9119,63
9120,59
9121,71
9122,65
9123,14
9124,58
9125,60
9126,50
9127,62
9128,67
9129,67
9130,58
9131,55
9132,42
9133,65
9134,58
9135,18
9136,70
9137,9
9138,66
9139,57
9140,56
9141,35
9142,60
9143,60
9144,76
9145,10
9146,63
9147,59
9148,64
9149,68
9150,56
9151,67
9152,59
9153,56
9154,53
9155,60
9156,51
9157,56
9158,63
9159,61
9160,59
9161,12
9162,61
9163,13
9164,63
9165,63
9166,48
9167,42
9168,52
9169,44
9170,41
9171,62
9172,65
9173,52
9174,65
9175,56
9176,63
9177,53
9178,41
9179,61
9180,61
9181,63
9182,62
9183,30
9184,54
9185,60
9186,60
9187,70
9188,14
9189,28
9190,70
9191,37
9192,45
9193,60
9194,11
9195,65
9196,16
9197,47
9198,65
9199,62
9200,62
9201,47
9202,66
9203,60
9204,64
9205,33
9206,65
9207,44
9208,51
9209,70
9210,58
9211,70
9212,46
9213,26
9214,60
9215,62
9216,65
9217,62
9218,51
9219,54
9220,60
9221,59
9222,65
9223,41
9224,67
9225,29
9226,16
9227,56
9228,58
9229,36
9230,31
9231,31
9232,55
9233,61
9234,32
9235,48
9236,40
9237,61
9238,60
9239,68
9240,46
9241,64
9242,16
9243,75
9244,64
9245,59
9246,55
9247,39
9248,53
9249,15
9250,59
9251,30
9252,22
9253,29
9254,63
9255,12
9256,60
9257,62
9258,41
9259,38
9260,67
9261,56
9262,62
9263,65
9264,60
9265,61
9266,24
9267,58
9268,71
9269,38
9270,54
9271,34
9272,66
9273,45
9274,57
9275,66
9276,58
9277,54
9278,57
9279,62
9280,47
9281,57
9282,57
9283,13
9284,59
9285,66
9286,12
9287,58
9288,57
9289,68
9290,59
9291,54
9292,49
9293,26
9294,53
9295,61
9296,47
9297,66
9298,47
9299,58
9300,17
9301,28
9302,66
9303,61
9304,42
9305,64
9306,67
9307,58
9308,20
9309,53
9310,49
9311,64
9312,67
9313,33
9314,15
9315,61
9316,12
9317,61
9318,59
9319,57
9320,63
9321,61
9322,51
9323,56
9324,35
9325,58
9326,57
9327,63
9328,47
9329,65
9330,66
9331,35
9332,72
9333,72
9334,61
9335,61
9336,61
9337,54
9338,13
9339,67
9340,49
9341,47
9342,48
9343,58
9344,61
9345,54
9346,64
9347,25
9348,59
9349,61
9350,52
9351,69
9352,48
9353,54
9354,69
9355,22
9356,56
9357,61
9358,52
9359,65
9360,66
9361,43
9362,58
9363,47
9364,46
9365,63
9366,62
9367,15
9368,63
9369,30
9370,63
9371,64
9372,59
9373,11
9374,64
9375,57
9376,56
9377,69
9378,10
9379,62
9380,32
9381,64
9382,72
9383,63
9384,63
9385,58
9386,41
9387,63
9388,58
9389,14
9390,57
9391,56
9392,11
9393,59
9394,65
9395,49
9396,58
9397,67
9398,64
9399,62
9400,65
9401,56
9402,66
9403,62
9404,30
9405,57
9406,65
9407,47
9408,61
9409,63
9410,47
9411,46
9412,54
9413,23
9414,64
9415,18
9416,62
9417,30
9418,33
9419,69
9420,63
9421,13
9422,62
9423,65
9424,72
9425,26
9426,61
9427,40
9428,23
9429,70
9430,65
9431,65
9432,11
9433,62
9434,60
9435,60
9436,48
9437,60
9438,47
9439,33
9440,48
9441,65
9442,58
9443,55
9444,64
9445,48
9446,66
9447,66
9448,18
9449,39
9450,13
9451,56
9452,58
9453,65
9454,22
9455,57
9456,60
9457,36
9458,31
9459,53
9460,61
9461,75
9462,63
9463,45
9464,62
9465,46
9466,68
9467,38
9468,25
9469,67
9470,41
9471,44
9472,16
9473,14
9474,64
9475,70
9476,56
9477,65
9478,68
9479,64
9480,35
9481,66
9482,9
9483,60
9484,35
9485,11
9486,11
9487,66
9488,62
9489,69
9490,69
9491,62
9492,12
9493,62
9494,59
9495,65
9496,13
9497,62
9498,59
9499,59
9500,60
9501,49
9502,70
9503,43
9504,59
9505,14
9506,11
9507,57
9508,60
9509,18
9510,53
9511,16
9512,61
9513,76
9514,51
9515,63
9516,49
9517,58
9518,26
9519,12
9520,58
9521,50
9522,64
9523,28
9524,65
9525,47
9526,38
9527,61
9528,24
9529,15
9530,64
9531,55
9532,62
9533,67
9534,60
9535,63
9536,70
9537,70
9538,65
9539,43
9540,46
9541,53
9542,58
9543,29
9544,61
9545,12
9546,61
9547,51
9548,64
9549,63
9550,27
9551,9
9552,39
9553,54
9554,62
9555,63
9556,61
9557,49
9558,62
9559,65
9560,63
9561,16
9562,60
9563,42
9564,46
9565,54
9566,58
9567,42
9568,24
9569,66
9570,35
9571,56
9572,68
9573,59
9574,43
9575,62
9576,58
9577,67
9578,64
9579,62
9580,57
9581,44
9582,54
9583,54
9584,60
9585,46
9586,61
9587,45
9588,45
9589,15
9590,33
9591,70
9592,64
9593,37
9594,25
9595,60
9596,62
9597,62
9598,46
9599,30
9600,68
9601,61
9602,53
9603,54
9604,63
9605,65
9606,57
9607,64
9608,42
9609,59
9610,36
9611,61
9612,65
9613,67
9614,24
9615,61
9616,12
9617,58
9618,43
9619,37
9620,67
9621,58
9622,52
9623,49
9624,33
9625,61
9626,19
9627,64
9628,61
9629,63
9630,34
9631,62
9632,57
9633,64
9634,64
9635,29
9636,18
9637,48
9638,68
9639,68
9640,43
9641,56
9642,63
9643,59
9644,58
9645,51
9646,58
9647,59
9648,58
9649,49
9650,68
9651,53
9652,46
9653,54
9654,62
9655,66
9656,14
9657,59
9658,15
9659,51
9660,56
9661,72
9662,41
9663,41
9664,62
9665,63
9666,72
9667,23
9668,42
9669,56
9670,58
9671,13
9672,61
9673,29
9674,34
9675,15
9676,53
9677,15
9678,50
9679,57
9680,32
9681,51
9682,61
9683,61
9684,14
9685,50
9686,12
9687,62
9688,63
9689,13
9690,13
9691,39
9692,19
9693,58
9694,70
9695,67
9696,63
9697,46
9698,58
9699,30
9700,61
9701,12
9702,43
9703,60
9704,47
9705,52
9706,61
9707,55
9708,66
9709,49
9710,65
9711,14
9712,59
9713,71
9714,48
9715,64
9716,65
9717,64
9718,23
9719,44
9720,39
9721,55
9722,59
9723,62
9724,55
9725,61
9726,37
9727,59
9728,42
9729,62
9730,60
9731,65
9732,68
9733,68
9734,73
9735,46
9736,51
9737,32
9738,68
9739,64
9740,61
9741,61
9742,61
9743,42
9744,64
9745,62
9746,64
9747,65
9748,61
9749,67
9750,60
9751,52
9752,36
9753,48
9754,57
9755,63
9756,76
9757,48
9758,43
9759,59
9760,48
9761,53
9762,65
9763,53
9764,60
9765,59
9766,70
9767,15
9768,32
9769,58
9770,63
9771,72
9772,65
9773,51
9774,22
9775,60
9776,63
9777,31
9778,64
9779,16
9780,35
9781,58
9782,50
9783,71
9784,56
9785,40
9786,53
9787,59
9788,54
9789,46
9790,45
9791,54
9792,54
9793,33
9794,67
9795,66
9796,48
9797,60
9798,41
9799,43
9800,42
9801,43
9802,52
9803,57
9804,65
9805,60
9806,65
9807,64
9808,65
9809,21
9810,33
9811,60
9812,22
9813,39
9814,38
9815,68
9816,47
9817,13
9818,67
9819,65
9820,62
9821,63
9822,27
9823,54
9824,49
9825,29
9826,47
9827,11
9828,62
9829,19
9830,62
9831,36
9832,64
9833,63
9834,67
9835,55
9836,53
9837,70
9838,15
9839,69
9840,66
9841,39
9842,64
9843,64
9844,13
9845,52
9846,62
9847,64
9848,65
9849,36
9850,63
9851,51
9852,69
9853,43
9854,58
9855,60
9856,29
9857,66
9858,45
9859,56
9860,65
9861,64
9862,60
9863,35
9864,50
9865,36
9866,68
9867,46
9868,71
9869,62
9870,60
9871,9
9872,65
9873,45
9874,41
9875,50
9876,54
9877,62
9878,52
9879,55
9880,63
9881,56
9882,64
9883,65
9884,58
9885,31
9886,61
9887,57
9888,55
9889,46
9890,61
9891,31
9892,45
9893,25
9894,25
9895,61
9896,32
9897,57
9898,46
9899,42
9900,42
9901,62
9902,65
9903,46
9904,55
9905,56
9906,66
9907,48
9908,57
9909,61
9910,36
9911,42
9912,63
9913,31
9914,12
9915,65
9916,67
9917,33
9918,11
9919,62
9920,69
9921,59
9922,69
9923,48
9924,64
9925,57
9926,28
9927,43
9928,14
9929,53
9930,46
9931,64
9932,54
9933,69
9934,28
9935,69
9936,56
9937,13
9938,13
9939,65
9940,70
9941,43
9942,66
9943,64
9944,13
9945,13
9946,71
9947,60
9948,14
9949,69
9950,38
9951,56
9952,51
9953,12
9954,59
9955,53
9956,54
9957,80
9958,53
9959,13
9960,63
9961,31
9962,59
9963,62
9964,59
9965,62
9966,65
9967,49
9968,58
9969,42
9970,53
9971,34
9972,35
9973,59
9974,13
9975,50
9976,11
9977,42
9978,46
9979,61
9980,47
9981,54
9982,36
9983,64
9984,61
9985,56
9986,56
9987,37
9988,60
9989,57
9990,12
9991,72
9992,45
9993,61
9994,64
9995,61
9996,61
9997,67
9998,19
9999,36
10000,67
10001,52
10002,56
10003,21
10004,66
10005,68
10006,51
10007,62
10008,55
10009,65
10010,66
10011,62
10012,13
10013,55
10014,54
10015,17
10016,71
10017,64
10018,56
10019,67
10020,64
10021,67
10022,40
10023,67
10024,62
10025,36
10026,58
10027,18
10028,61
10029,59
10030,55
10031,67
10032,63
10033,36
10034,22
10035,47
10036,56
10037,33
10038,67
10039,58
10040,48
10041,60
10042,62
10043,59
10044,66
10045,49
10046,60
10047,60
10048,46
10049,67
10050,43
10051,66
10052,58
10053,63
10054,48
10055,11
10056,50
10057,56
10058,43
10059,62
10060,64
10061,50
10062,40
10063,9
10064,24
10065,57
10066,48
10067,63
10068,80
10069,55
10070,61
10071,57
10072,61
10073,33
10074,59
10075,43
10076,58
10077,17
10078,19
10079,56
10080,63
10081,13
10082,64
10083,43
10084,69
10085,58
10086,66
10087,66
10088,13
10089,29
10090,38
10091,52
10092,53
10093,66
10094,56
10095,52
10096,41
10097,63
10098,63
10099,65
10100,38
10101,37
10102,59
10103,66
10104,19
10105,47
10106,68
10107,59
10108,64
10109,63
10110,61
10111,39
10112,41
10113,35
10114,56
10115,59
10116,58
10117,54
10118,35
10119,65
10120,52
10121,60
10122,11
10123,52
10124,14
10125,62
10126,64
10127,41
10128,63
10129,68
10130,32
10131,67
10132,59
10133,62
10134,64
10135,10
10136,12
10137,45
10138,58
10139,55
10140,61
10141,34
10142,52
10143,55
10144,61
10145,8
10146,45
10147,64
10148,62
10149,62
10150,72
10151,67
10152,50
10153,48
10154,16
10155,10
10156,35
10157,59
10158,47
10159,56
10160,42
10161,59
10162,64
10163,62
10164,12
10165,37
10166,54
10167,59
10168,17
10169,66
10170,61
10171,61
10172,70
10173,68
10174,21
10175,49
10176,40
10177,55
10178,63
10179,49
10180,52
10181,70
10182,52
10183,73
10184,63
10185,54
10186,57
10187,59
10188,65
10189,17
10190,40
10191,27
10192,58
10193,58
10194,12
10195,50
10196,48
10197,57
10198,54
10199,55
10200,55
10201,13
10202,62
10203,51
10204,45
10205,47
10206,38
10207,13
10208,60
10209,24
10210,53
10211,55
10212,54
10213,42
10214,66
10215,54
10216,49
10217,45
10218,35
10219,56
10220,43
10221,65
10222,62
10223,53
10224,61
10225,67
10226,61
10227,61
10228,45
10229,42
10230,43
10231,11
10232,52
10233,64
10234,38
10235,61
10236,61
10237,28
10238,56
10239,49
10240,63
10241,12
10242,40
10243,56
10244,32
10245,55
10246,41
10247,50
10248,63
10249,59
10250,58
10251,58
10252,59
10253,72
10254,67
10255,66
10256,62
10257,43
10258,25
10259,72
10260,28
10261,35
10262,52
10263,64
10264,66
10265,48
10266,54
10267,57
10268,13
10269,43
10270,21
10271,23
10272,49
10273,24
10274,41
10275,48
10276,34
10277,56
10278,57
10279,17
10280,16
10281,63
10282,13
10283,39
10284,28
10285,55
10286,63
10287,52
10288,60
10289,27
10290,35
10291,30
10292,59
10293,45
10294,66
10295,52
10296,53
10297,57
10298,61
10299,12
10300,33
10301,63
10302,63
10303,34
10304,14
10305,61
10306,57
10307,59
10308,57
10309,12
10310,41
10311,12
10312,52
10313,61
10314,46
10315,15
10316,60
10317,59
10318,62
10319,9
10320,36
10321,55
10322,65
10323,61
10324,56
10325,58
10326,40
10327,60
10328,12
10329,56
10330,34
10331,35
10332,55
10333,16
10334,66
10335,58
10336,41
10337,13
10338,63
10339,28
10340,55
10341,71
10342,60
10343,22
10344,60
10345,62
10346,46
10347,53
10348,46
10349,32
10350,34
10351,55
10352,52
10353,52
10354,59
10355,29
10356,26
10357,59
10358,47
10359,53
10360,52
10361,51
10362,26
10363,60
10364,34
10365,13
10366,65
10367,51
10368,27
10369,65
10370,55
10371,61
10372,55
10373,28
10374,42
10375,65
10376,62
10377,30
10378,57
10379,58
10380,25
10381,55
10382,34
10383,11
10384,61
10385,60
10386,28
10387,62
10388,60
10389,61
10390,61
10391,61
10392,68
10393,67
10394,55
10395,59
10396,45
10397,62
10398,32
10399,28
10400,10
10401,62
10402,62
10403,18
10404,18
10405,15
10406,30
10407,37
10408,10
10409,32
10410,63
10411,40
10412,31
10413,42
10414,57
10415,10
10416,61
10417,68
10418,47
10419,17
10420,66
10421,63
10422,61
10423,59
10424,63
10425,59
10426,50
10427,38
10428,60
10429,66
10430,66
10431,46
10432,50
10433,41
10434,52
10435,57
10436,11
10437,29
10438,50
10439,48
10440,54
10441,39
10442,57
10443,52
10444,44
10445,64
10446,59
10447,38
10448,51
10449,50
10450,62
10451,31
10452,59
10453,59
10454,53
10455,53
10456,18
10457,17
10458,65
10459,39
10460,50
10461,33
10462,59
10463,46
10464,59
10465,25
10466,27
10467,55
10468,51
10469,34
10470,16
10471,66
10472,59
10473,24
10474,11
10475,37
10476,54
10477,29
10478,13
10479,10
10480,54
10481,55
10482,64
10483,40
10484,59
10485,13
10486,61
10487,15
10488,63
10489,40
10490,16
10491,49
10492,32
10493,21
10494,59
10495,61
10496,58
10497,52
10498,35
10499,60
10500,65
10501,70
10502,66
10503,63
10504,52
10505,61
10506,61
10507,60
10508,63
10509,36
10510,54
10511,13
10512,46
10513,53
10514,60
10515,57
10516,31
10517,55
10518,41
10519,60
10520,36
10521,61
10522,56
10523,57
10524,59
10525,42
10526,13
10527,22
10528,67
10529,63
10530,66
10531,66
10532,16
10533,49
10534,15
10535,54
10536,39
10537,67
10538,52
10539,70
10540,49
10541,65
10542,31
10543,69
10544,66
10545,11
10546,61
10547,26
10548,62
10549,61
10550,58
10551,56
10552,69
10553,67
10554,65
10555,40
10556,60
10557,60
10558,63
10559,21
10560,60
10561,40
10562,64
10563,52
10564,58
10565,64
10566,59
10567,25
10568,52
10569,65
10570,57
10571,56
10572,57
10573,72
10574,65
10575,29
10576,46
10577,41
10578,8
10579,59
10580,63
10581,64
10582,50
10583,59
10584,57
10585,52
10586,44
10587,55
10588,44
10589,54
10590,48
10591,54
10592,66
10593,43
10594,73
10595,51
10596,61
10597,61
10598,59
10599,40
10600,67
10601,57
10602,16
10603,18
10604,57
10605,63
10606,71
10607,21
10608,21
10609,50
10610,58
10611,50
10612,55
10613,55
10614,51
10615,45
10616,64
10617,62
10618,63
10619,68
10620,57
10621,52
10622,48
10623,57
10624,51
10625,62
10626,64
10627,55
10628,55
10629,53
10630,34
10631,52
10632,54
10633,66
10634,44
10635,41
10636,35
10637,54
10638,65
10639,30
10640,51
10641,68
10642,65
10643,23
10644,59
10645,55
10646,46
10647,58
10648,14
10649,53
10650,65
10651,54
10652,59
10653,14
10654,28
10655,13
10656,28
10657,12
10658,67
10659,67
10660,57
10661,13
10662,53
10663,69
10664,33
10665,27
10666,43
10667,64
10668,39
10669,61
10670,36
10671,14
10672,55
10673,52
10674,39
10675,39
10676,48
10677,28
10678,56
10679,42
10680,59
10681,33
10682,57
10683,64
10684,61
10685,72
10686,66
10687,59
10688,54
10689,56
10690,61
10691,11
10692,56
10693,11
10694,65
10695,12
10696,15
10697,59
10698,44
10699,59
10700,64
10701,62
10702,27
10703,58
10704,57
10705,59
10706,29
10707,49
10708,45
10709,32
10710,32
10711,46
10712,57
10713,23
10714,35
10715,64
10716,48
10717,15
10718,69
10719,57
10720,50
10721,66
10722,15
10723,56
10724,58
10725,66
10726,66
10727,34
10728,17
10729,37
10730,31
10731,65
10732,58
10733,47
10734,57
10735,62
10736,57
10737,58
10738,65
10739,66
10740,19
10741,66
10742,32
10743,49
10744,51
10745,63
10746,16
10747,63
10748,47
10749,63
10750,55
10751,60
10752,69
10753,68
10754,60
10755,62
10756,63
10757,66
10758,60
10759,35
10760,65
10761,65
10762,33
10763,65
10764,41
10765,62
10766,59
10767,61
10768,44
10769,12
10770,56
10771,49
10772,29
10773,43
10774,52
10775,62
10776,64
10777,68
10778,27
10779,68
10780,41
10781,59
10782,14
10783,40
10784,17
10785,30
10786,65
10787,53
10788,58
10789,32
10790,63
10791,63
10792,66
10793,47
10794,27
10795,56
10796,32
10797,56
10798,59
10799,62
10800,64
10801,43
10802,14
10803,61
10804,12
10805,61
10806,22
10807,57
10808,58
10809,43
10810,65
10811,43
10812,43
10813,48
10814,59
10815,64
10816,28
10817,45
10818,52
10819,62
10820,52
10821,66
10822,12
10823,63
10824,61
10825,57
10826,59
10827,59
10828,66
10829,62
10830,60
10831,37
10832,62
10833,62
10834,48
10835,55
10836,22
10837,61
10838,65
10839,58
10840,65
10841,28
10842,47
10843,50
10844,63
10845,42
10846,59
10847,59
10848,28
10849,60
10850,58
10851,62
10852,46
10853,64
10854,54
10855,56
10856,57
10857,46
10858,33
10859,63
10860,64
10861,63
10862,60
10863,60
10864,66
10865,60
10866,52
10867,56
10868,60
10869,34
10870,45
10871,14
10872,54
10873,28
10874,48
10875,34
10876,12
10877,38
10878,62
10879,59
10880,49
10881,58
10882,63
10883,34
10884,51
10885,27
10886,14
10887,37
10888,12
10889,57
10890,62
10891,18
10892,32
10893,23
10894,66
10895,34
10896,51
10897,67
10898,11
10899,68
10900,62
10901,56
10902,19
10903,65
10904,20
10905,58
10906,60
10907,50
10908,45
10909,34
10910,55
10911,62
10912,48
10913,71
10914,71
10915,56
10916,39
10917,58
10918,60
10919,53
10920,40
10921,32
10922,46
10923,62
10924,63
10925,63
10926,43
10927,38
10928,61
10929,63
10930,62
10931,68
10932,50
10933,13
10934,54
10935,21
10936,59
10937,62
10938,26
10939,14
10940,48
10941,59
10942,57
10943,42
10944,62
10945,51
10946,28
10947,65
10948,64
10949,50
10950,60
10951,58
10952,13
10953,57
10954,57
10955,63
10956,64
10957,59
10958,67
10959,12
10960,62
10961,48
10962,67
10963,62
10964,63
10965,63
10966,55
10967,56
10968,58
10969,18
10970,42
10971,59
10972,64
10973,59
10974,60
10975,23
10976,12
10977,46
10978,62
10979,57
10980,59
10981,11
10982,61
10983,55
10984,57
10985,65
10986,62
10987,58
10988,61
10989,50
10990,31
10991,64
10992,62
10993,71
10994,34
10995,69
10996,70
10997,35
10998,58
10999,18
11000,67
11001,49
11002,49
11003,58
11004,59
11005,60
11006,18
11007,50
11008,62
11009,63
11010,39
11011,35
11012,13
11013,52
11014,62
11015,29
11016,29
11017,45
11018,28
11019,64
11020,69
11021,64
11022,14
11023,52
11024,54
11025,60
11026,52
11027,27
11028,54
11029,60
11030,58
11031,58
11032,51
11033,51
11034,60
11035,37
11036,56
11037,23
11038,57
11039,15
11040,63
11041,15
11042,60
11043,48
11044,57
11045,58
11046,61
11047,58
11048,58
11049,30
11050,66
11051,53
11052,68
11053,62
11054,58
11055,38
11056,41
11057,32
11058,60
11059,53
11060,42
11061,57
11062,60
11063,66
11064,52
11065,15
11066,58
11067,58
11068,35
11069,40
11070,50
11071,55
11072,44
11073,51
11074,64
11075,15
11076,61
11077,32
11078,36
11079,41
11080,61
11081,63
11082,40
11083,35
11084,46
11085,56
11086,65
11087,17
11088,63
11089,61
11090,39
11091,62
11092,61
11093,65
11094,60
11095,55
11096,14
11097,29
11098,17
11099,57
11100,22
11101,68
11102,56
11103,69
11104,53
11105,39
11106,14
11107,57
11108,66
11109,47
11110,33
11111,18
11112,52
11113,29
11114,60
11115,39
11116,56
11117,61
11118,61
11119,63
11120,60
11121,67
11122,57
11123,26
11124,57
11125,66
11126,13
11127,64
11128,15
11129,60
11130,58
11131,42
11132,55
11133,63
11134,10
11135,61
11136,58
11137,55
11138,62
11139,68
11140,52
11141,37
11142,43
11143,56
11144,65
11145,61
11146,60
11147,22
11148,56
11149,57
11150,38
11151,10
11152,64
11153,56
11154,55
11155,51
11156,42
11157,61
11158,62
11159,65
11160,65
11161,29
11162,67
11163,57
11164,51
11165,15
11166,60
11167,59
11168,19
11169,19
11170,19
11171,58
11172,54
11173,68
11174,32
11175,64
11176,44
11177,50
11178,51
11179,60
11180,32
11181,23
11182,20
11183,46
11184,61
11185,12
11186,55
11187,43
11188,54
11189,60
11190,57
11191,58
11192,17
11193,61
11194,53
11195,48
11196,11
11197,33
11198,35
11199,47
11200,31
11201,56
11202,55
11203,64
11204,61
11205,47
11206,73
11207,13
11208,14
11209,70
11210,68
11211,16
11212,49
11213,60
11214,44
11215,60
11216,56
11217,30
11218,51
11219,47
11220,47
11221,53
11222,62
11223,53
11224,48
11225,63
11226,65
11227,25
11228,68
11229,52
11230,66
11231,35
11232,58
11233,49
11234,65
11235,52
11236,30
11237,67
11238,39
11239,68
11240,63
11241,61
11242,63
11243,53
11244,38
11245,64
11246,74
11247,47
11248,12
11249,65
11250,59
11251,47
11252,22
11253,51
11254,63
11255,60
11256,59
11257,58
11258,12
11259,53
11260,46
11261,68
11262,44
11263,42
11264,58
11265,14
11266,68
11267,57
11268,30
11269,25
11270,59
11271,59
11272,60
11273,61
11274,59
11275,66
11276,41
11277,68
11278,45
11279,17
11280,63
11281,60
11282,58
11283,28
11284,11
11285,50
11286,61
11287,13
11288,13
11289,65
11290,71
11291,54
11292,60
11293,12
11294,53
11295,52
11296,50
11297,62
11298,60
11299,19
11300,64
11301,45
11302,32
11303,55
11304,62
11305,62
11306,44
11307,41
11308,68
11309,56
11310,65
11311,56
11312,46
11313,14
11314,52
11315,59
11316,53
11317,61
11318,60
11319,21
11320,48
11321,61
11322,61
11323,50
11324,55
11325,9
11326,66
11327,33
11328,53
11329,54
11330,66
11331,63
11332,14
11333,57
11334,62
11335,60
11336,59
11337,56
11338,13
11339,21
11340,54
11341,50
11342,42
11343,65
11344,20
11345,56
11346,62
11347,52
11348,64
11349,62
11350,12
11351,22
11352,15
11353,62
11354,44
11355,30
11356,11
11357,60
11358,27
11359,44
11360,52
11361,12
11362,69
11363,27
11364,14
11365,64
11366,13
11367,56
11368,58
11369,51
11370,19
11371,18
11372,67
11373,67
11374,59
11375,62
11376,50
11377,61
11378,45
11379,43
11380,60
11381,62
11382,41
11383,62
11384,47
11385,65
11386,45
11387,62
11388,65
11389,51
11390,62
