,Defending
8596,197
8597,181
8598,84
8599,193
8600,197
8601,209
8602,167
8603,45
8604,134
8605,193
8606,201
8607,201
8608,201
8609,60
8610,197
8611,58
8612,82
8613,193
8614,192
8615,52
8616,43
8617,63
8618,199
8619,199
8620,54
8621,194
8622,79
8623,195
8624,84
8625,199
8626,193
8627,34
8628,69
8629,142
8630,146
8631,141
8632,69
8633,196
8634,201
8635,199
8636,48
8637,86
8638,45
8639,199
8640,211
8641,69
8642,36
8643,189
8644,76
8645,74
8646,66
8647,194
8648,121
8649,198
8650,138
8651,199
8652,177
8653,119
8654,98
8655,54
8656,44
8657,172
8658,196
8659,122
8660,35
8661,103
8662,194
8663,199
8664,39
8665,195
8666,193
8667,199
8668,189
8669,154
8670,154
8671,192
8672,80
8673,196
8674,213
8675,198
8676,55
8677,195
8678,197
8679,197
8680,64
8681,186
8682,183
8683,66
8684,198
8685,170
8686,188
8687,188
8688,183
8689,194
8690,36
8691,171
8692,118
8693,47
8694,187
8695,90
8696,44
8697,194
8698,68
8699,78
8700,73
8701,207
8702,206
8703,92
8704,197
8705,182
8706,99
8707,154
8708,199
8709,199
8710,185
8711,109
8712,116
8713,192
8714,198
8715,195
8716,193
8717,57
8718,62
8719,200
8720,184
8721,184
8722,209
8723,194
8724,122
8725,71
8726,202
8727,192
8728,43
8729,39
8730,195
8731,199
8732,200
8733,196
8734,41
8735,51
8736,185
8737,201
8738,172
8739,103
8740,177
8741,182
8742,101
8743,160
8744,91
8745,49
8746,88
8747,158
8748,110
8749,202
8750,144
8751,199
8752,189
8753,188
8754,147
8755,185
8756,197
8757,159
8758,69
8759,196
8760,67
8761,87
8762,123
8763,206
8764,169
8765,38
8766,206
8767,127
8768,115
8769,200
8770,112
8771,93
8772,93
8773,190
8774,191
8775,110
8776,97
8777,41
8778,42
8779,145
8780,199
8781,157
8782,205
8783,53
8784,207
8785,196
8786,205
8787,65
8788,199
8789,82
8790,186
8791,115
8792,176
8793,191
8794,212
8795,200
8796,175
8797,67
8798,188
8799,201
8800,120
8801,201
8802,101
8803,199
8804,57
8805,209
8806,88
8807,187
8808,189
8809,88
8810,135
8811,188
8812,206
8813,180
8814,203
8815,194
8816,84
8817,191
8818,199
8819,63
8820,179
8821,201
8822,192
8823,192
8824,197
8825,191
8826,148
8827,46
8828,194
8829,33
8830,192
8831,53
8832,192
8833,192
8834,209
8835,203
8836,194
8837,190
8838,203
8839,206
8840,51
8841,188
8842,197
8843,117
8844,138
8845,172
8846,202
8847,86
8848,116
8849,48
8850,194
8851,194
8852,70
8853,84
8854,44
8855,52
8856,197
8857,188
8858,58
8859,65
8860,195
8861,65
8862,191
8863,184
8864,188
8865,198
8866,197
8867,70
8868,191
8869,196
8870,179
8871,186
8872,97
8873,169
8874,169
8875,204
8876,193
8877,73
8878,194
8879,218
8880,203
8881,150
8882,181
8883,127
8884,189
8885,204
8886,47
8887,200
8888,195
8889,198
8890,117
8891,80
8892,201
8893,47
8894,30
8895,199
8896,188
8897,66
8898,136
8899,78
8900,90
8901,53
8902,213
8903,200
8904,43
8905,102
8906,182
8907,185
8908,46
8909,53
8910,35
8911,211
8912,203
8913,200
8914,74
8915,192
8916,132
8917,221
8918,39
8919,217
8920,201
8921,149
8922,209
8923,197
8924,104
8925,104
8926,151
8927,177
8928,207
8929,206
8930,195
8931,89
8932,122
8933,168
8934,198
8935,67
8936,65
8937,156
8938,53
8939,201
8940,206
8941,203
8942,201
8943,151
8944,176
8945,190
8946,66
8947,175
8948,206
8949,195
8950,170
8951,168
8952,199
8953,90
8954,194
8955,203
8956,204
8957,196
8958,207
8959,197
8960,198
8961,84
8962,128
8963,194
8964,59
8965,198
8966,158
8967,196
8968,195
8969,64
8970,192
8971,201
8972,187
8973,213
8974,44
8975,189
8976,189
8977,143
8978,54
8979,42
8980,55
8981,43
8982,76
8983,192
8984,202
8985,92
8986,207
8987,40
8988,159
8989,187
8990,96
8991,37
8992,189
8993,154
8994,208
8995,192
8996,149
8997,195
8998,74
8999,215
9000,193
9001,165
9002,187
9003,195
9004,161
9005,55
9006,67
9007,65
9008,192
9009,206
9010,201
9011,62
9012,130
9013,184
9014,73
9015,195
9016,201
9017,63
9018,201
9019,186
9020,209
9021,184
9022,193
9023,166
9024,183
9025,37
9026,105
9027,105
9028,144
9029,190
9030,85
9031,191
9032,189
9033,60
9034,169
9035,54
9036,187
9037,197
9038,95
9039,174
9040,197
9041,191
9042,78
9043,106
9044,57
9045,44
9046,41
9047,196
9048,209
9049,190
9050,69
9051,196
9052,188
9053,155
9054,84
9055,63
9056,67
9057,189
9058,203
9059,195
9060,59
9061,63
9062,48
9063,75
9064,187
9065,76
9066,191
9067,144
9068,192
9069,192
9070,115
9071,91
9072,35
9073,196
9074,52
9075,82
9076,190
9077,119
9078,119
9079,88
9080,193
9081,193
9082,88
9083,101
9084,187
9085,52
9086,191
9087,202
9088,201
9089,194
9090,194
9091,196
9092,180
9093,162
9094,135
9095,51
9096,46
9097,160
9098,48
9099,196
9100,40
9101,190
9102,156
9103,186
9104,112
9105,112
9106,55
9107,72
9108,62
9109,195
9110,189
9111,66
9112,164
9113,171
9114,79
9115,84
9116,204
9117,195
9118,44
9119,204
9120,51
9121,202
9122,177
9123,28
9124,195
9125,138
9126,205
9127,194
9128,200
9129,200
9130,68
9131,205
9132,196
9133,92
9134,56
9135,42
9136,150
9137,39
9138,197
9139,148
9140,208
9141,56
9142,165
9143,181
9144,192
9145,45
9146,115
9147,192
9148,99
9149,71
9150,203
9151,206
9152,191
9153,69
9154,46
9155,175
9156,58
9157,112
9158,185
9159,80
9160,72
9161,37
9162,155
9163,36
9164,97
9165,124
9166,53
9167,123
9168,82
9169,180
9170,180
9171,110
9172,53
9173,194
9174,192
9175,179
9176,196
9177,152
9178,97
9179,65
9180,65
9181,62
9182,73
9183,202
9184,64
9185,206
9186,197
9187,84
9188,50
9189,65
9190,209
9191,194
9192,194
9193,183
9194,35
9195,194
9196,32
9197,66
9198,91
9199,194
9200,56
9201,199
9202,89
9203,194
9204,173
9205,199
9206,160
9207,152
9208,184
9209,68
9210,169
9211,196
9212,186
9213,203
9214,197
9215,202
9216,50
9217,150
9218,115
9219,186
9220,196
9221,200
9222,191
9223,119
9224,114
9225,193
9226,33
9227,201
9228,164
9229,57
9230,53
9231,53
9232,206
9233,115
9234,104
9235,187
9236,69
9237,154
9238,78
9239,181
9240,40
9241,138
9242,46
9243,190
9244,194
9245,78
9246,176
9247,180
9248,194
9249,41
9250,73
9251,207
9252,190
9253,74
9254,80
9255,40
9256,75
9257,82
9258,184
9259,61
9260,177
9261,189
9262,201
9263,190
9264,79
9265,205
9266,54
9267,193
9268,188
9269,65
9270,201
9271,63
9272,106
9273,59
9274,197
9275,194
9276,151
9277,199
9278,188
9279,195
9280,184
9281,96
9282,96
9283,35
9284,203
9285,198
9286,53
9287,187
9288,194
9289,129
9290,190
9291,200
9292,54
9293,51
9294,112
9295,74
9296,105
9297,197
9298,79
9299,168
9300,53
9301,195
9302,143
9303,166
9304,187
9305,183
9306,216
9307,52
9308,53
9309,189
9310,58
9311,194
9312,116
9313,207
9314,43
9315,198
9316,44
9317,115
9318,193
9319,180
9320,190
9321,127
9322,199
9323,173
9324,188
9325,142
9326,155
9327,125
9328,193
9329,81
9330,185
9331,191
9332,134
9333,134
9334,186
9335,148
9336,190
9337,180
9338,32
9339,183
9340,68
9341,189
9342,200
9343,166
9344,177
9345,173
9346,197
9347,197
9348,132
9349,123
9350,168
9351,140
9352,98
9353,190
9354,186
9355,206
9356,73
9357,106
9358,163
9359,202
9360,187
9361,183
9362,92
9363,203
9364,197
9365,187
9366,186
9367,50
9368,121
9369,196
9370,188
9371,69
9372,106
9373,25
9374,195
9375,48
9376,180
9377,183
9378,32
9379,192
9380,200
9381,184
9382,192
9383,147
9384,147
9385,132
9386,189
9387,91
9388,168
9389,33
9390,154
9391,189
9392,32
9393,121
9394,189
9395,193
9396,171
9397,142
9398,194
9399,77
9400,141
9401,179
9402,190
9403,198
9404,45
9405,85
9406,194
9407,195
9408,196
9409,130
9410,207
9411,194
9412,109
9413,199
9414,181
9415,39
9416,69
9417,59
9418,44
9419,176
9420,200
9421,38
9422,180
9423,189
9424,182
9425,202
9426,48
9427,186
9428,47
9429,185
9430,94
9431,87
9432,39
9433,185
9434,200
9435,200
9436,179
9437,57
9438,199
9439,63
9440,189
9441,192
9442,185
9443,66
9444,202
9445,202
9446,69
9447,213
9448,52
9449,196
9450,39
9451,86
9452,73
9453,197
9454,191
9455,112
9456,65
9457,189
9458,188
9459,198
9460,76
9461,131
9462,186
9463,197
9464,214
9465,204
9466,98
9467,189
9468,65
9469,76
9470,199
9471,60
9472,39
9473,42
9474,194
9475,112
9476,195
9477,116
9478,191
9479,68
9480,102
9481,89
9482,31
9483,152
9484,62
9485,46
9486,46
9487,199
9488,185
9489,196
9490,193
9491,181
9492,38
9493,108
9494,164
9495,151
9496,43
9497,46
9498,94
9499,196
9500,190
9501,181
9502,205
9503,75
9504,184
9505,39
9506,35
9507,222
9508,214
9509,201
9510,163
9511,42
9512,189
9513,133
9514,60
9515,187
9516,45
9517,211
9518,201
9519,29
9520,206
9521,82
9522,203
9523,196
9524,143
9525,189
9526,203
9527,49
9528,185
9529,47
9530,81
9531,193
9532,102
9533,200
9534,174
9535,207
9536,196
9537,196
9538,118
9539,203
9540,187
9541,195
9542,71
9543,51
9544,79
9545,39
9546,176
9547,184
9548,74
9549,202
9550,193
9551,40
9552,81
9553,169
9554,104
9555,205
9556,189
9557,176
9558,177
9559,190
9560,73
9561,51
9562,43
9563,70
9564,205
9565,202
9566,205
9567,45
9568,196
9569,188
9570,195
9571,169
9572,194
9573,194
9574,134
9575,99
9576,186
9577,188
9578,194
9579,76
9580,175
9581,197
9582,148
9583,189
9584,93
9585,193
9586,123
9587,127
9588,127
9589,42
9590,191
9591,197
9592,201
9593,54
9594,196
9595,173
9596,111
9597,143
9598,203
9599,198
9600,195
9601,120
9602,92
9603,84
9604,151
9605,163
9606,186
9607,181
9608,187
9609,193
9610,193
9611,167
9612,194
9613,181
9614,196
9615,196
9616,53
9617,70
9618,49
9619,193
9620,121
9621,194
9622,191
9623,192
9624,195
9625,54
9626,197
9627,195
9628,153
9629,102
9630,199
9631,195
9632,68
9633,185
9634,197
9635,183
9636,35
9637,102
9638,54
9639,54
9640,194
9641,196
9642,178
9643,182
9644,202
9645,144
9646,208
9647,52
9648,191
9649,180
9650,192
9651,186
9652,190
9653,201
9654,82
9655,138
9656,42
9657,153
9658,43
9659,170
9660,193
9661,59
9662,196
9663,199
9664,185
9665,201
9666,57
9667,189
9668,62
9669,137
9670,181
9671,30
9672,198
9673,195
9674,193
9675,50
9676,120
9677,61
9678,99
9679,156
9680,93
9681,100
9682,47
9683,60
9684,39
9685,193
9686,41
9687,196
9688,140
9689,40
9690,40
9691,189
9692,55
9693,194
9694,181
9695,180
9696,194
9697,170
9698,186
9699,191
9700,151
9701,44
9702,192
9703,194
9704,188
9705,192
9706,196
9707,188
9708,198
9709,77
9710,191
9711,54
9712,92
9713,212
9714,67
9715,59
9716,185
9717,97
9718,199
9719,187
9720,97
9721,92
9722,148
9723,117
9724,198
9725,200
9726,199
9727,200
9728,214
9729,125
9730,191
9731,136
9732,78
9733,202
9734,139
9735,187
9736,201
9737,59
9738,182
9739,196
9740,185
9741,185
9742,75
9743,121
9744,188
9745,198
9746,190
9747,190
9748,132
9749,50
9750,150
9751,202
9752,198
9753,195
9754,185
9755,85
9756,194
9757,99
9758,192
9759,67
9760,192
9761,59
9762,89
9763,50
9764,192
9765,200
9766,209
9767,57
9768,45
9769,199
9770,193
9771,210
9772,192
9773,153
9774,61
9775,190
9776,84
9777,48
9778,160
9779,54
9780,90
9781,82
9782,70
9783,185
9784,200
9785,53
9786,110
9787,170
9788,157
9789,43
9790,195
9791,91
9792,91
9793,204
9794,171
9795,153
9796,181
9797,209
9798,199
9799,194
9800,200
9801,84
9802,106
9803,190
9804,73
9805,196
9806,96
9807,187
9808,187
9809,192
9810,199
9811,179
9812,193
9813,51
9814,186
9815,107
9816,191
9817,43
9818,167
9819,206
9820,199
9821,172
9822,190
9823,138
9824,53
9825,191
9826,78
9827,36
9828,191
9829,43
9830,96
9831,187
9832,180
9833,149
9834,195
9835,64
9836,188
9837,183
9838,40
9839,74
9840,196
9841,166
9842,154
9843,154
9844,46
9845,121
9846,88
9847,109
9848,183
9849,48
9850,201
9851,59
9852,195
9853,190
9854,203
9855,62
9856,206
9857,122
9858,165
9859,76
9860,188
9861,180
9862,113
9863,181
9864,70
9865,192
9866,154
9867,184
9868,88
9869,146
9870,133
9871,30
9872,189
9873,48
9874,197
9875,38
9876,175
9877,205
9878,194
9879,200
9880,192
9881,186
9882,144
9883,184
9884,61
9885,83
9886,46
9887,156
9888,188
9889,152
9890,58
9891,45
9892,80
9893,196
9894,196
9895,179
9896,200
9897,222
9898,185
9899,195
9900,186
9901,184
9902,197
9903,189
9904,173
9905,192
9906,190
9907,49
9908,162
9909,186
9910,196
9911,210
9912,91
9913,60
9914,35
9915,197
9916,121
9917,49
9918,28
9919,195
9920,183
9921,56
9922,182
9923,63
9924,180
9925,83
9926,189
9927,197
9928,50
9929,49
9930,98
9931,196
9932,194
9933,125
9934,193
9935,168
9936,149
9937,41
9938,41
9939,165
9940,144
9941,192
9942,196
9943,185
9944,43
9945,43
9946,111
9947,119
9948,32
9949,188
9950,198
9951,194
9952,71
9953,86
9954,193
9955,54
9956,68
9957,192
9958,175
9959,42
9960,73
9961,202
9962,99
9963,185
9964,206
9965,62
9966,191
9967,195
9968,192
9969,193
9970,88
9971,48
9972,71
9973,79
9974,36
9975,194
9976,40
9977,195
9978,192
9979,74
9980,198
9981,40
9982,58
9983,82
9984,198
9985,192
9986,178
9987,192
9988,43
9989,190
9990,197
9991,190
9992,190
9993,196
9994,130
9995,200
9996,200
9997,197
9998,48
9999,188
10000,203
10001,172
10002,172
10003,192
10004,138
10005,193
10006,197
10007,146
10008,187
10009,120
10010,131
10011,86
10012,37
10013,119
10014,183
10015,44
10016,194
10017,183
10018,162
10019,166
10020,201
10021,178
10022,54
10023,48
10024,188
10025,188
10026,165
10027,45
10028,194
10029,136
10030,100
10031,197
10032,129
10033,190
10034,209
10035,77
10036,179
10037,190
10038,183
10039,217
10040,194
10041,107
10042,110
10043,185
10044,149
10045,207
10046,68
10047,68
10048,69
10049,92
10050,194
10051,189
10052,201
10053,118
10054,172
10055,30
10056,127
10057,84
10058,190
10059,89
10060,204
10061,197
10062,187
10063,47
10064,202
10065,195
10066,196
10067,200
10068,186
10069,192
10070,197
10071,177
10072,80
10073,197
10074,121
10075,200
10076,207
10077,192
10078,46
10079,152
10080,141
10081,44
10082,188
10083,193
10084,94
10085,188
10086,161
10087,69
10088,42
10089,194
10090,66
10091,188
10092,195
10093,189
10094,206
10095,148
10096,190
10097,54
10098,54
10099,188
10100,198
10101,192
10102,199
10103,68
10104,47
10105,69
10106,86
10107,186
10108,127
10109,70
10110,183
10111,179
10112,50
10113,68
10114,100
10115,84
10116,192
10117,176
10118,49
10119,176
10120,69
10121,187
10122,44
10123,52
10124,45
10125,77
10126,183
10127,206
10128,179
10129,205
10130,46
10131,182
10132,187
10133,192
10134,201
10135,39
10136,28
10137,60
10138,178
10139,191
10140,70
10141,201
10142,188
10143,49
10144,143
10145,42
10146,189
10147,156
10148,141
10149,141
10150,183
10151,34
10152,192
10153,194
10154,54
10155,34
10156,197
10157,160
10158,183
10159,199
10160,197
10161,182
10162,87
10163,189
10164,52
10165,75
10166,184
10167,165
10168,53
10169,184
10170,40
10171,184
10172,110
10173,191
10174,203
10175,193
10176,64
10177,90
10178,123
10179,188
10180,155
10181,198
10182,180
10183,94
10184,180
10185,189
10186,192
10187,108
10188,61
10189,34
10190,201
10191,192
10192,203
10193,191
10194,44
10195,197
10196,65
10197,197
10198,118
10199,84
10200,84
10201,46
10202,191
10203,132
10204,197
10205,143
10206,91
10207,34
10208,158
10209,48
10210,60
10211,175
10212,87
10213,74
10214,192
10215,180
10216,208
10217,85
10218,189
10219,205
10220,192
10221,200
10222,98
10223,50
10224,193
10225,116
10226,173
10227,181
10228,201
10229,105
10230,174
10231,36
10232,46
10233,189
10234,89
10235,49
10236,119
10237,194
10238,200
10239,214
10240,133
10241,34
10242,70
10243,110
10244,183
10245,186
10246,191
10247,66
10248,46
10249,186
10250,190
10251,190
10252,180
10253,174
10254,182
10255,190
10256,153
10257,183
10258,56
10259,80
10260,200
10261,48
10262,177
10263,195
10264,173
10265,176
10266,43
10267,104
10268,53
10269,174
10270,51
10271,59
10272,178
10273,201
10274,136
10275,70
10276,73
10277,169
10278,152
10279,64
10280,49
10281,83
10282,40
10283,196
10284,194
10285,49
10286,141
10287,141
10288,102
10289,194
10290,187
10291,68
10292,60
10293,46
10294,144
10295,115
10296,52
10297,57
10298,57
10299,42
10300,186
10301,195
10302,195
10303,193
10304,52
10305,151
10306,188
10307,126
10308,124
10309,31
10310,191
10311,50
10312,83
10313,184
10314,172
10315,55
10316,198
10317,184
10318,84
10319,29
10320,84
10321,83
10322,58
10323,197
10324,90
10325,189
10326,65
10327,124
10328,38
10329,112
10330,184
10331,47
10332,165
10333,41
10334,153
10335,193
10336,191
10337,51
10338,136
10339,66
10340,191
10341,168
10342,197
10343,193
10344,75
10345,106
10346,193
10347,186
10348,187
10349,198
10350,67
10351,195
10352,182
10353,182
10354,120
10355,66
10356,189
10357,138
10358,66
10359,100
10360,71
10361,171
10362,180
10363,86
10364,181
10365,33
10366,169
10367,195
10368,195
10369,145
10370,181
10371,68
10372,100
10373,56
10374,186
10375,109
10376,60
10377,194
10378,97
10379,190
10380,189
10381,186
10382,70
10383,34
10384,82
10385,95
10386,62
10387,86
10388,182
10389,191
10390,208
10391,189
10392,155
10393,207
10394,161
10395,148
10396,215
10397,70
10398,43
10399,190
10400,27
10401,125
10402,175
10403,39
10404,39
10405,47
10406,77
10407,195
10408,29
10409,189
10410,73
10411,75
10412,189
10413,200
10414,129
10415,30
10416,185
10417,81
10418,192
10419,39
10420,191
10421,203
10422,111
10423,195
10424,188
10425,58
10426,182
10427,78
10428,188
10429,213
10430,153
10431,191
10432,198
10433,192
10434,155
10435,179
10436,41
10437,183
10438,136
10439,161
10440,175
10441,174
10442,195
10443,191
10444,37
10445,149
10446,122
10447,191
10448,55
10449,80
10450,78
10451,72
10452,196
10453,192
10454,182
10455,182
10456,54
10457,40
10458,72
10459,65
10460,184
10461,205
10462,114
10463,192
10464,185
10465,198
10466,196
10467,77
10468,77
10469,190
10470,216
10471,100
10472,69
10473,184
10474,43
10475,205
10476,88
10477,187
10478,39
10479,35
10480,168
10481,138
10482,187
10483,177
10484,64
10485,56
10486,182
10487,48
10488,80
10489,49
10490,41
10491,184
10492,183
10493,64
10494,167
10495,141
10496,181
10497,129
10498,192
10499,46
10500,63
10501,174
10502,164
10503,189
10504,158
10505,70
10506,70
10507,195
10508,75
10509,194
10510,134
10511,43
10512,192
10513,193
10514,176
10515,90
10516,189
10517,111
10518,191
10519,99
10520,178
10521,192
10522,51
10523,167
10524,190
10525,183
10526,38
10527,195
10528,177
10529,70
10530,53
10531,189
10532,55
10533,177
10534,48
10535,193
10536,63
10537,139
10538,122
10539,187
10540,61
10541,191
10542,199
10543,169
10544,199
10545,28
10546,188
10547,197
10548,83
10549,106
10550,182
10551,191
10552,133
10553,105
10554,187
10555,198
10556,187
10557,187
10558,177
10559,192
10560,147
10561,55
10562,195
10563,67
10564,53
10565,97
10566,188
10567,191
10568,88
10569,93
10570,46
10571,159
10572,188
10573,128
10574,183
10575,206
10576,97
10577,188
10578,24
10579,182
10580,193
10581,187
10582,181
10583,160
10584,142
10585,209
10586,185
10587,68
10588,65
10589,183
10590,196
10591,164
10592,76
10593,80
10594,197
10595,78
10596,190
10597,179
10598,91
10599,187
10600,196
10601,195
10602,47
10603,50
10604,193
10605,81
10606,95
10607,55
10608,55
10609,196
10610,187
10611,171
10612,197
10613,53
10614,195
10615,38
10616,187
10617,96
10618,185
10619,187
10620,188
10621,91
10622,81
10623,74
10624,196
10625,186
10626,192
10627,186
10628,92
10629,191
10630,178
10631,187
10632,185
10633,180
10634,189
10635,183
10636,193
10637,191
10638,77
10639,185
10640,142
10641,77
10642,93
10643,204
10644,88
10645,166
10646,190
10647,195
10648,36
10649,64
10650,94
10651,188
10652,86
10653,46
10654,74
10655,39
10656,197
10657,34
10658,62
10659,62
10660,201
10661,32
10662,166
10663,180
10664,48
10665,188
10666,81
10667,183
10668,58
10669,193
10670,76
10671,39
10672,89
10673,195
10674,191
10675,176
10676,102
10677,193
10678,184
10679,194
10680,192
10681,186
10682,185
10683,61
10684,145
10685,119
10686,84
10687,179
10688,185
10689,142
10690,141
10691,53
10692,75
10693,43
10694,191
10695,35
10696,35
10697,189
10698,191
10699,80
10700,179
10701,119
10702,188
10703,61
10704,192
10705,177
10706,41
10707,189
10708,187
10709,195
10710,195
10711,113
10712,151
10713,189
10714,70
10715,178
10716,166
10717,31
10718,182
10719,119
10720,74
10721,66
10722,46
10723,82
10724,185
10725,161
10726,116
10727,189
10728,45
10729,192
10730,200
10731,87
10732,105
10733,52
10734,199
10735,183
10736,113
10737,69
10738,186
10739,202
10740,46
10741,150
10742,187
10743,187
10744,189
10745,185
10746,41
10747,109
10748,57
10749,74
10750,71
10751,191
10752,173
10753,99
10754,155
10755,198
10756,144
10757,198
10758,104
10759,190
10760,181
10761,181
10762,199
10763,193
10764,182
10765,196
10766,118
10767,199
10768,177
10769,35
10770,189
10771,175
10772,198
10773,192
10774,93
10775,167
10776,190
10777,188
10778,186
10779,186
10780,130
10781,166
10782,46
10783,79
10784,47
10785,211
10786,195
10787,180
10788,62
10789,79
10790,199
10791,184
10792,206
10793,171
10794,190
10795,165
10796,55
10797,184
10798,83
10799,188
10800,182
10801,183
10802,45
10803,191
10804,47
10805,84
10806,201
10807,154
10808,52
10809,112
10810,144
10811,194
10812,194
10813,164
10814,183
10815,67
10816,196
10817,185
10818,191
10819,188
10820,191
10821,92
10822,32
10823,85
10824,40
10825,57
10826,153
10827,177
10828,170
10829,130
10830,135
10831,197
10832,197
10833,185
10834,79
10835,185
10836,65
10837,195
10838,184
10839,192
10840,138
10841,58
10842,110
10843,198
10844,96
10845,43
10846,183
10847,193
10848,191
10849,115
10850,170
10851,174
10852,45
10853,189
10854,185
10855,217
10856,175
10857,189
10858,47
10859,126
10860,190
10861,58
10862,190
10863,190
10864,148
10865,190
10866,183
10867,84
10868,185
10869,44
10870,178
10871,48
10872,182
10873,202
10874,198
10875,187
10876,198
10877,197
10878,164
10879,188
10880,44
10881,141
10882,200
10883,198
10884,68
10885,195
10886,44
10887,80
10888,36
10889,129
10890,111
10891,37
10892,213
10893,196
10894,183
10895,106
10896,90
10897,186
10898,25
10899,176
10900,158
10901,154
10902,54
10903,170
10904,179
10905,188
10906,188
10907,172
10908,190
10909,48
10910,183
10911,136
10912,190
10913,158
10914,158
10915,61
10916,198
10917,113
10918,80
10919,197
10920,201
10921,187
10922,146
10923,146
10924,158
10925,62
10926,173
10927,187
10928,127
10929,65
10930,61
10931,179
10932,62
10933,35
10934,75
10935,61
10936,194
10937,40
10938,68
10939,32
10940,113
10941,201
10942,147
10943,156
10944,197
10945,49
10946,199
10947,112
10948,177
10949,190
10950,89
10951,173
10952,53
10953,142
10954,196
10955,53
10956,208
10957,62
10958,194
10959,37
10960,160
10961,69
10962,177
10963,47
10964,187
10965,187
10966,103
10967,139
10968,153
10969,39
10970,189
10971,89
10972,194
10973,167
10974,160
10975,187
10976,34
10977,186
10978,193
10979,189
10980,188
10981,41
10982,194
10983,199
10984,155
10985,166
10986,197
10987,67
10988,206
10989,192
10990,189
10991,197
10992,197
10993,186
10994,191
10995,196
10996,73
10997,187
10998,114
10999,34
11000,164
11001,150
11002,62
11003,178
11004,142
11005,186
11006,54
11007,52
11008,173
11009,74
11010,149
11011,194
11012,41
11013,193
11014,193
11015,193
11016,193
11017,69
11018,188
11019,187
11020,131
11021,174
11022,32
11023,67
11024,100
11025,108
11026,184
11027,189
11028,162
11029,89
11030,155
11031,159
11032,124
11033,179
11034,84
11035,183
11036,39
11037,186
11038,186
11039,37
11040,93
11041,38
11042,125
11043,186
11044,189
11045,167
11046,173
11047,53
11048,184
11049,193
11050,138
11051,193
11052,195
11053,83
11054,67
11055,80
11056,195
11057,197
11058,187
11059,52
11060,196
11061,185
11062,188
11063,189
11064,133
11065,55
11066,71
11067,71
11068,60
11069,186
11070,190
11071,75
11072,59
11073,83
11074,196
11075,46
11076,188
11077,42
11078,176
11079,202
11080,203
11081,189
11082,199
11083,47
11084,173
11085,183
11086,65
11087,33
11088,193
11089,185
11090,48
11091,195
11092,152
11093,164
11094,148
11095,198
11096,44
11097,200
11098,43
11099,194
11100,170
11101,93
11102,195
11103,199
11104,192
11105,75
11106,26
11107,87
11108,190
11109,143
11110,200
11111,47
11112,96
11113,193
11114,182
11115,45
11116,106
11117,62
11118,62
11119,201
11120,82
11121,181
11122,187
11123,195
11124,84
11125,192
11126,46
11127,174
11128,49
11129,115
11130,201
11131,191
11132,55
11133,200
11134,36
11135,195
11136,145
11137,83
11138,177
11139,187
11140,57
11141,188
11142,182
11143,66
11144,201
11145,196
11146,131
11147,47
11148,95
11149,170
11150,182
11151,40
11152,199
11153,191
11154,69
11155,115
11156,76
11157,193
11158,130
11159,188
11160,184
11161,207
11162,194
11163,60
11164,50
11165,55
11166,144
11167,192
11168,32
11169,32
11170,195
11171,135
11172,79
11173,149
11174,184
11175,196
11176,69
11177,184
11178,129
11179,172
11180,186
11181,179
11182,49
11183,105
11184,174
11185,45
11186,121
11187,49
11188,66
11189,179
11190,97
11191,147
11192,49
11193,187
11194,76
11195,207
11196,41
11197,189
11198,190
11199,178
11200,48
11201,121
11202,124
11203,203
11204,112
11205,168
11206,181
11207,37
11208,57
11209,190
11210,197
11211,48
11212,92
11213,158
11214,166
11215,44
11216,184
11217,188
11218,189
11219,68
11220,68
11221,67
11222,186
11223,187
11224,160
11225,89
11226,177
11227,191
11228,85
11229,190
11230,72
11231,205
11232,101
11233,184
11234,136
11235,180
11236,194
11237,188
11238,204
11239,171
11240,52
11241,184
11242,130
11243,184
11244,189
11245,194
11246,106
11247,91
11248,36
11249,48
11250,197
11251,105
11252,59
11253,131
11254,129
11255,180
11256,152
11257,161
11258,35
11259,182
11260,123
11261,66
11262,199
11263,61
11264,197
11265,51
11266,183
11267,196
11268,181
11269,189
11270,68
11271,68
11272,184
11273,66
11274,119
11275,193
11276,215
11277,156
11278,189
11279,44
11280,180
11281,80
11282,180
11283,202
11284,36
11285,189
11286,196
11287,57
11288,38
11289,184
11290,106
11291,87
11292,191
11293,52
11294,112
11295,172
11296,168
11297,165
11298,104
11299,43
11300,179
11301,172
11302,43
11303,185
11304,188
11305,192
11306,57
11307,76
11308,95
11309,178
11310,124
11311,188
11312,188
11313,46
11314,168
11315,171
11316,118
11317,177
11318,194
11319,189
11320,184
11321,192
11322,192
11323,182
11324,186
11325,42
11326,184
11327,37
11328,186
11329,71
11330,142
11331,137
11332,33
11333,183
11334,82
11335,50
11336,185
11337,97
11338,35
11339,34
11340,136
11341,208
11342,166
11343,181
11344,189
11345,157
11346,176
11347,182
11348,141
11349,198
11350,51
11351,186
11352,40
11353,98
11354,180
11355,180
11356,43
11357,168
11358,193
11359,60
11360,190
11361,45
11362,192
11363,48
11364,29
11365,153
11366,31
11367,175
11368,185
11369,187
11370,43
11371,48
11372,187
11373,187
11374,158
11375,179
11376,133
11377,101
11378,191
11379,163
11380,147
11381,158
11382,202
11383,162
11384,172
11385,95
11386,137
11387,40
11388,184
11389,56
11390,168
11391,198
11392,35
11393,74
11394,202
