,Composure
8596,64
8597,66
8598,58
8599,59
8600,41
8601,64
8602,65
8603,37
8604,57
8605,70
8606,62
8607,60
8608,57
8609,63
8610,58
8611,64
8612,68
8613,61
8614,63
8615,58
8616,38
8617,48
8618,58
8619,58
8620,59
8621,37
8622,61
8623,60
8624,55
8625,64
8626,67
8627,50
8628,53
8629,55
8630,64
8631,64
8632,52
8633,68
8634,52
8635,59
8636,54
8637,59
8638,42
8639,45
8640,41
8641,55
8642,32
8643,62
8644,58
8645,52
8646,58
8647,62
8648,61
8649,61
8650,72
8651,65
8652,66
8653,62
8654,58
8655,43
8656,72
8657,59
8658,52
8659,70
8660,59
8661,71
8662,70
8663,60
8664,42
8665,65
8666,65
8667,59
8668,70
8669,48
8670,48
8671,60
8672,66
8673,64
8674,65
8675,49
8676,32
8677,58
8678,51
8679,49
8680,65
8681,50
8682,63
8683,65
8684,65
8685,67
8686,62
8687,61
8688,63
8689,70
8690,36
8691,63
8692,60
8693,32
8694,59
8695,50
8696,25
8697,46
8698,62
8699,75
8700,67
8701,65
8702,41
8703,62
8704,60
8705,80
8706,72
8707,72
8708,39
8709,60
8710,67
8711,57
8712,65
8713,66
8714,62
8715,58
8716,58
8717,48
8718,55
8719,58
8720,58
8721,58
8722,57
8723,59
8724,67
8725,62
8726,59
8727,45
8728,30
8729,57
8730,41
8731,57
8732,67
8733,67
8734,66
8735,49
8736,42
8737,52
8738,54
8739,66
8740,58
8741,61
8742,59
8743,63
8744,61
8745,31
8746,70
8747,69
8748,51
8749,68
8750,56
8751,59
8752,62
8753,59
8754,53
8755,57
8756,65
8757,75
8758,46
8759,49
8760,49
8761,58
8762,58
8763,45
8764,69
8765,33
8766,51
8767,66
8768,64
8769,69
8770,59
8771,67
8772,67
8773,57
8774,60
8775,58
8776,66
8777,56
8778,68
8779,62
8780,42
8781,62
8782,54
8783,27
8784,63
8785,68
8786,55
8787,55
8788,63
8789,59
8790,64
8791,73
8792,67
8793,58
8794,65
8795,73
8796,69
8797,55
8798,66
8799,57
8800,59
8801,56
8802,69
8803,69
8804,63
8805,67
8806,40
8807,55
8808,55
8809,64
8810,60
8811,61
8812,61
8813,58
8814,68
8815,48
8816,70
8817,51
8818,51
8819,60
8820,48
8821,47
8822,57
8823,57
8824,66
8825,63
8826,68
8827,59
8828,68
8829,33
8830,59
8831,62
8832,59
8833,64
8834,58
8835,44
8836,59
8837,58
8838,43
8839,44
8840,34
8841,65
8842,63
8843,67
8844,58
8845,63
8846,70
8847,67
8848,59
8849,53
8850,71
8851,56
8852,58
8853,38
8854,33
8855,54
8856,64
8857,66
8858,55
8859,57
8860,55
8861,57
8862,42
8863,62
8864,57
8865,57
8866,68
8867,66
8868,60
8869,58
8870,64
8871,65
8872,67
8873,60
8874,60
8875,52
8876,66
8877,65
8878,64
8879,59
8880,54
8881,60
8882,40
8883,59
8884,53
8885,42
8886,39
8887,72
8888,58
8889,55
8890,64
8891,59
8892,65
8893,30
8894,49
8895,69
8896,58
8897,57
8898,56
8899,70
8900,58
8901,46
8902,68
8903,62
8904,71
8905,62
8906,75
8907,63
8908,23
8909,67
8910,64
8911,60
8912,53
8913,51
8914,75
8915,65
8916,62
8917,55
8918,26
8919,72
8920,59
8921,60
8922,63
8923,52
8924,56
8925,56
8926,66
8927,65
8928,56
8929,52
8930,61
8931,72
8932,63
8933,65
8934,63
8935,65
8936,65
8937,65
8938,67
8939,60
8940,63
8941,61
8942,62
8943,58
8944,58
8945,63
8946,59
8947,66
8948,64
8949,56
8950,68
8951,65
8952,64
8953,59
8954,32
8955,64
8956,70
8957,68
8958,64
8959,67
8960,64
8961,58
8962,64
8963,57
8964,55
8965,60
8966,67
8967,61
8968,62
8969,65
8970,60
8971,57
8972,63
8973,55
8974,42
8975,65
8976,65
8977,72
8978,16
8979,32
8980,61
8981,60
8982,63
8983,53
8984,59
8985,58
8986,62
8987,28
8988,64
8989,52
8990,69
8991,50
8992,65
8993,65
8994,60
8995,60
8996,63
8997,57
8998,56
8999,61
9000,61
9001,66
9002,63
9003,59
9004,59
9005,49
9006,62
9007,64
9008,52
9009,61
9010,57
9011,41
9012,68
9013,58
9014,57
9015,63
9016,63
9017,38
9018,54
9019,62
9020,63
9021,66
9022,67
9023,65
9024,53
9025,31
9026,48
9027,48
9028,63
9029,64
9030,78
9031,58
9032,53
9033,63
9034,74
9035,60
9036,55
9037,55
9038,64
9039,60
9040,70
9041,51
9042,54
9043,60
9044,51
9045,45
9046,21
9047,54
9048,62
9049,53
9050,59
9051,38
9052,46
9053,60
9054,63
9055,65
9056,68
9057,61
9058,49
9059,50
9060,66
9061,72
9062,49
9063,61
9064,56
9065,69
9066,64
9067,69
9068,60
9069,69
9070,67
9071,69
9072,28
9073,60
9074,62
9075,55
9076,55
9077,63
9078,63
9079,52
9080,61
9081,68
9082,56
9083,61
9084,56
9085,47
9086,55
9087,66
9088,54
9089,59
9090,55
9091,53
9092,50
9093,69
9094,47
9095,44
9096,32
9097,54
9098,39
9099,63
9100,61
9101,65
9102,64
9103,64
9104,60
9105,56
9106,55
9107,70
9108,55
9109,60
9110,60
9111,53
9112,45
9113,63
9114,62
9115,68
9116,69
9117,59
9118,52
9119,70
9120,57
9121,60
9122,42
9123,31
9124,58
9125,63
9126,54
9127,59
9128,55
9129,55
9130,70
9131,64
9132,49
9133,64
9134,56
9135,48
9136,59
9137,67
9138,66
9139,56
9140,60
9141,63
9142,65
9143,73
9144,56
9145,31
9146,61
9147,62
9148,55
9149,62
9150,56
9151,65
9152,61
9153,54
9154,62
9155,65
9156,62
9157,63
9158,57
9159,61
9160,65
9161,61
9162,61
9163,47
9164,67
9165,65
9166,65
9167,68
9168,65
9169,58
9170,57
9171,61
9172,58
9173,51
9174,71
9175,67
9176,72
9177,66
9178,53
9179,63
9180,63
9181,64
9182,65
9183,61
9184,59
9185,45
9186,64
9187,66
9188,36
9189,48
9190,59
9191,58
9192,71
9193,65
9194,38
9195,63
9196,31
9197,58
9198,61
9199,62
9200,56
9201,60
9202,56
9203,67
9204,61
9205,61
9206,62
9207,58
9208,60
9209,60
9210,65
9211,56
9212,63
9213,56
9214,62
9215,61
9216,55
9217,45
9218,59
9219,72
9220,58
9221,54
9222,64
9223,70
9224,64
9225,41
9226,53
9227,53
9228,67
9229,56
9230,56
9231,56
9232,55
9233,64
9234,61
9235,67
9236,62
9237,59
9238,63
9239,56
9240,64
9241,68
9242,18
9243,58
9244,62
9245,49
9246,55
9247,60
9248,56
9249,23
9250,61
9251,63
9252,42
9253,60
9254,57
9255,31
9256,59
9257,63
9258,69
9259,61
9260,62
9261,55
9262,63
9263,56
9264,64
9265,59
9266,34
9267,65
9268,48
9269,67
9270,62
9271,55
9272,65
9273,58
9274,58
9275,67
9276,64
9277,45
9278,65
9279,63
9280,52
9281,59
9282,59
9283,35
9284,54
9285,63
9286,28
9287,50
9288,37
9289,57
9290,49
9291,54
9292,63
9293,57
9294,69
9295,51
9296,62
9297,63
9298,62
9299,66
9300,33
9301,65
9302,58
9303,66
9304,63
9305,60
9306,51
9307,63
9308,33
9309,63
9310,71
9311,55
9312,68
9313,52
9314,32
9315,66
9316,29
9317,47
9318,61
9319,70
9320,67
9321,59
9322,60
9323,74
9324,64
9325,69
9326,70
9327,49
9328,68
9329,68
9330,66
9331,58
9332,61
9333,61
9334,63
9335,59
9336,61
9337,58
9338,40
9339,63
9340,56
9341,50
9342,63
9343,67
9344,73
9345,59
9346,59
9347,45
9348,55
9349,61
9350,66
9351,53
9352,62
9353,67
9354,63
9355,59
9356,65
9357,62
9358,67
9359,60
9360,60
9361,66
9362,57
9363,71
9364,61
9365,70
9366,57
9367,32
9368,49
9369,65
9370,66
9371,53
9372,62
9373,47
9374,66
9375,60
9376,70
9377,47
9378,65
9379,67
9380,65
9381,64
9382,68
9383,62
9384,62
9385,59
9386,71
9387,45
9388,63
9389,42
9390,67
9391,68
9392,37
9393,67
9394,70
9395,65
9396,65
9397,64
9398,66
9399,55
9400,57
9401,64
9402,65
9403,67
9404,57
9405,55
9406,64
9407,64
9408,59
9409,60
9410,69
9411,60
9412,56
9413,55
9414,67
9415,60
9416,56
9417,60
9418,49
9419,53
9420,59
9421,42
9422,64
9423,65
9424,55
9425,65
9426,59
9427,55
9428,35
9429,61
9430,58
9431,59
9432,51
9433,62
9434,45
9435,45
9436,60
9437,66
9438,64
9439,58
9440,55
9441,50
9442,52
9443,65
9444,53
9445,60
9446,57
9447,52
9448,42
9449,49
9450,40
9451,61
9452,73
9453,62
9454,43
9455,64
9456,63
9457,55
9458,63
9459,63
9460,59
9461,51
9462,55
9463,62
9464,40
9465,42
9466,67
9467,47
9468,55
9469,58
9470,65
9471,59
9472,53
9473,42
9474,65
9475,72
9476,56
9477,58
9478,66
9479,63
9480,40
9481,45
9482,50
9483,66
9484,56
9485,39
9486,39
9487,61
9488,67
9489,52
9490,38
9491,70
9492,34
9493,54
9494,58
9495,46
9496,22
9497,56
9498,56
9499,71
9500,70
9501,55
9502,56
9503,62
9504,60
9505,28
9506,22
9507,57
9508,66
9509,65
9510,58
9511,23
9512,55
9513,53
9514,55
9515,55
9516,59
9517,46
9518,64
9519,37
9520,59
9521,59
9522,74
9523,55
9524,58
9525,62
9526,59
9527,65
9528,59
9529,30
9530,61
9531,76
9532,59
9533,60
9534,75
9535,58
9536,61
9537,61
9538,72
9539,58
9540,58
9541,61
9542,50
9543,59
9544,72
9545,31
9546,65
9547,68
9548,61
9549,56
9550,67
9551,56
9552,63
9553,68
9554,76
9555,55
9556,69
9557,59
9558,65
9559,62
9560,58
9561,32
9562,54
9563,58
9564,51
9565,59
9566,52
9567,53
9568,48
9569,64
9570,56
9571,61
9572,55
9573,63
9574,61
9575,62
9576,58
9577,58
9578,60
9579,54
9580,68
9581,63
9582,61
9583,57
9584,63
9585,66
9586,64
9587,66
9588,66
9589,23
9590,59
9591,42
9592,62
9593,58
9594,59
9595,60
9596,63
9597,70
9598,45
9599,70
9600,56
9601,59
9602,66
9603,66
9604,59
9605,65
9606,63
9607,72
9608,50
9609,56
9610,42
9611,62
9612,58
9613,57
9614,63
9615,42
9616,25
9617,60
9618,52
9619,65
9620,70
9621,66
9622,62
9623,44
9624,67
9625,50
9626,61
9627,58
9628,69
9629,60
9630,57
9631,53
9632,53
9633,55
9634,38
9635,47
9636,44
9637,65
9638,64
9639,64
9640,64
9641,59
9642,69
9643,66
9644,62
9645,62
9646,65
9647,56
9648,66
9649,49
9650,60
9651,69
9652,60
9653,70
9654,58
9655,59
9656,30
9657,67
9658,55
9659,65
9660,61
9661,41
9662,67
9663,64
9664,69
9665,55
9666,67
9667,57
9668,52
9669,60
9670,60
9671,41
9672,62
9673,68
9674,55
9675,23
9676,65
9677,16
9678,60
9679,66
9680,48
9681,57
9682,63
9683,72
9684,5
9685,62
9686,25
9687,41
9688,58
9689,65
9690,65
9691,57
9692,35
9693,55
9694,58
9695,57
9696,67
9697,66
9698,60
9699,53
9700,74
9701,26
9702,55
9703,65
9704,63
9705,55
9706,49
9707,65
9708,61
9709,60
9710,60
9711,32
9712,50
9713,60
9714,63
9715,53
9716,66
9717,64
9718,41
9719,54
9720,70
9721,55
9722,61
9723,62
9724,56
9725,63
9726,68
9727,62
9728,58
9729,49
9730,61
9731,66
9732,70
9733,47
9734,64
9735,58
9736,64
9737,67
9738,67
9739,59
9740,62
9741,62
9742,49
9743,58
9744,55
9745,55
9746,62
9747,64
9748,56
9749,62
9750,58
9751,64
9752,52
9753,50
9754,65
9755,55
9756,43
9757,63
9758,61
9759,56
9760,45
9761,59
9762,55
9763,59
9764,59
9765,62
9766,59
9767,31
9768,54
9769,64
9770,55
9771,57
9772,60
9773,60
9774,44
9775,56
9776,63
9777,56
9778,60
9779,23
9780,54
9781,56
9782,66
9783,46
9784,65
9785,58
9786,56
9787,62
9788,60
9789,44
9790,44
9791,65
9792,65
9793,58
9794,59
9795,62
9796,61
9797,64
9798,51
9799,61
9800,70
9801,61
9802,63
9803,54
9804,64
9805,60
9806,42
9807,55
9808,67
9809,60
9810,59
9811,58
9812,61
9813,50
9814,69
9815,61
9816,71
9817,24
9818,57
9819,59
9820,54
9821,60
9822,50
9823,59
9824,63
9825,54
9826,58
9827,43
9828,45
9829,31
9830,60
9831,65
9832,67
9833,56
9834,65
9835,60
9836,63
9837,65
9838,37
9839,59
9840,65
9841,67
9842,49
9843,49
9844,24
9845,60
9846,56
9847,61
9848,64
9849,66
9850,61
9851,60
9852,66
9853,59
9854,68
9855,50
9856,44
9857,55
9858,60
9859,64
9860,63
9861,62
9862,62
9863,58
9864,58
9865,58
9866,64
9867,62
9868,65
9869,68
9870,65
9871,36
9872,55
9873,62
9874,48
9875,64
9876,58
9877,63
9878,54
9879,52
9880,65
9881,68
9882,60
9883,73
9884,58
9885,67
9886,64
9887,70
9888,65
9889,69
9890,62
9891,58
9892,66
9893,60
9894,60
9895,66
9896,59
9897,57
9898,51
9899,55
9900,55
9901,70
9902,56
9903,50
9904,60
9905,58
9906,52
9907,52
9908,65
9909,60
9910,57
9911,57
9912,61
9913,64
9914,21
9915,56
9916,70
9917,62
9918,31
9919,55
9920,59
9921,55
9922,57
9923,68
9924,60
9925,63
9926,54
9927,41
9928,27
9929,60
9930,65
9931,57
9932,58
9933,59
9934,56
9935,61
9936,60
9937,48
9938,22
9939,59
9940,63
9941,66
9942,65
9943,53
9944,51
9945,51
9946,55
9947,60
9948,31
9949,40
9950,55
9951,61
9952,58
9953,49
9954,63
9955,68
9956,64
9957,60
9958,78
9959,31
9960,54
9961,54
9962,58
9963,61
9964,55
9965,48
9966,56
9967,56
9968,77
9969,56
9970,62
9971,67
9972,46
9973,49
9974,25
9975,60
9976,68
9977,55
9978,56
9979,59
9980,52
9981,55
9982,63
9983,56
9984,52
9985,67
9986,69
9987,64
9988,59
9989,61
9990,65
9991,58
9992,53
9993,66
9994,57
9995,63
9996,63
9997,55
9998,24
9999,58
10000,64
10001,70
10002,59
10003,60
10004,56
10005,56
10006,42
10007,55
10008,56
10009,62
10010,64
10011,58
10012,42
10013,67
10014,60
10015,33
10016,61
10017,64
10018,55
10019,65
10020,50
10021,65
10022,61
10023,52
10024,55
10025,41
10026,58
10027,39
10028,61
10029,64
10030,67
10031,65
10032,62
10033,49
10034,59
10035,60
10036,58
10037,60
10038,63
10039,65
10040,61
10041,60
10042,65
10043,56
10044,58
10045,57
10046,54
10047,54
10048,59
10049,55
10050,59
10051,55
10052,58
10053,68
10054,55
10055,27
10056,66
10057,62
10058,63
10059,64
10060,47
10061,56
10062,67
10063,33
10064,57
10065,67
10066,58
10067,67
10068,53
10069,38
10070,59
10071,54
10072,50
10073,56
10074,65
10075,57
10076,60
10077,49
10078,66
10079,64
10080,62
10081,30
10082,60
10083,64
10084,65
10085,68
10086,63
10087,66
10088,27
10089,61
10090,58
10091,63
10092,61
10093,67
10094,58
10095,57
10096,66
10097,63
10098,63
10099,72
10100,60
10101,56
10102,50
10103,74
10104,26
10105,59
10106,42
10107,66
10108,66
10109,65
10110,70
10111,58
10112,65
10113,62
10114,61
10115,55
10116,55
10117,56
10118,59
10119,61
10120,64
10121,71
10122,54
10123,64
10124,22
10125,59
10126,60
10127,61
10128,62
10129,58
10130,61
10131,57
10132,59
10133,55
10134,52
10135,31
10136,40
10137,52
10138,68
10139,50
10140,64
10141,58
10142,57
10143,60
10144,54
10145,40
10146,68
10147,54
10148,65
10149,65
10150,66
10151,58
10152,65
10153,59
10154,33
10155,22
10156,57
10157,68
10158,61
10159,64
10160,59
10161,65
10162,58
10163,70
10164,32
10165,65
10166,61
10167,61
10168,29
10169,58
10170,74
10171,69
10172,57
10173,67
10174,52
10175,58
10176,65
10177,63
10178,55
10179,56
10180,59
10181,54
10182,57
10183,59
10184,58
10185,56
10186,59
10187,67
10188,56
10189,32
10190,53
10191,59
10192,62
10193,46
10194,30
10195,42
10196,63
10197,58
10198,54
10199,62
10200,62
10201,65
10202,52
10203,64
10204,59
10205,68
10206,60
10207,32
10208,64
10209,32
10210,63
10211,67
10212,55
10213,55
10214,59
10215,59
10216,57
10217,54
10218,44
10219,51
10220,56
10221,68
10222,65
10223,69
10224,57
10225,65
10226,59
10227,61
10228,71
10229,59
10230,57
10231,28
10232,52
10233,53
10234,49
10235,55
10236,63
10237,61
10238,54
10239,53
10240,65
10241,53
10242,60
10243,58
10244,60
10245,53
10246,66
10247,56
10248,54
10249,60
10250,58
10251,58
10252,60
10253,49
10254,65
10255,67
10256,62
10257,60
10258,41
10259,72
10260,58
10261,49
10262,48
10263,56
10264,52
10265,68
10266,56
10267,57
10268,22
10269,70
10270,37
10271,57
10272,65
10273,37
10274,62
10275,65
10276,55
10277,61
10278,62
10279,36
10280,44
10281,45
10282,25
10283,59
10284,52
10285,54
10286,66
10287,67
10288,50
10289,42
10290,65
10291,37
10292,67
10293,60
10294,64
10295,57
10296,64
10297,60
10298,51
10299,60
10300,51
10301,45
10302,45
10303,65
10304,65
10305,64
10306,54
10307,61
10308,61
10309,23
10310,49
10311,28
10312,62
10313,60
10314,58
10315,27
10316,46
10317,64
10318,59
10319,36
10320,53
10321,66
10322,53
10323,59
10324,67
10325,54
10326,58
10327,59
10328,50
10329,56
10330,52
10331,58
10332,64
10333,27
10334,60
10335,56
10336,53
10337,23
10338,63
10339,60
10340,49
10341,48
10342,49
10343,40
10344,38
10345,65
10346,52
10347,50
10348,60
10349,66
10350,60
10351,73
10352,57
10353,57
10354,62
10355,55
10356,58
10357,58
10358,61
10359,55
10360,54
10361,64
10362,69
10363,61
10364,51
10365,57
10366,58
10367,49
10368,57
10369,57
10370,64
10371,58
10372,63
10373,55
10374,56
10375,61
10376,64
10377,64
10378,68
10379,70
10380,48
10381,55
10382,55
10383,12
10384,58
10385,59
10386,60
10387,62
10388,62
10389,51
10390,63
10391,60
10392,59
10393,64
10394,63
10395,55
10396,56
10397,66
10398,55
10399,62
10400,21
10401,70
10402,58
10403,36
10404,36
10405,21
10406,63
10407,59
10408,30
10409,63
10410,44
10411,51
10412,54
10413,66
10414,63
10415,36
10416,49
10417,59
10418,49
10419,28
10420,55
10421,66
10422,61
10423,62
10424,56
10425,62
10426,56
10427,56
10428,72
10429,68
10430,67
10431,57
10432,71
10433,64
10434,65
10435,54
10436,41
10437,38
10438,64
10439,60
10440,60
10441,55
10442,29
10443,62
10444,45
10445,49
10446,60
10447,56
10448,68
10449,65
10450,55
10451,59
10452,48
10453,60
10454,62
10455,62
10456,56
10457,46
10458,59
10459,56
10460,59
10461,50
10462,69
10463,60
10464,57
10465,57
10466,50
10467,58
10468,75
10469,44
10470,55
10471,60
10472,57
10473,58
10474,35
10475,42
10476,61
10477,60
10478,13
10479,28
10480,66
10481,61
10482,59
10483,66
10484,55
10485,45
10486,63
10487,32
10488,71
10489,69
10490,53
10491,65
10492,55
10493,27
10494,60
10495,67
10496,63
10497,49
10498,70
10499,58
10500,41
10501,59
10502,49
10503,64
10504,61
10505,63
10506,63
10507,60
10508,53
10509,63
10510,68
10511,39
10512,65
10513,64
10514,58
10515,46
10516,64
10517,56
10518,50
10519,67
10520,63
10521,62
10522,56
10523,61
10524,60
10525,48
10526,25
10527,63
10528,60
10529,68
10530,58
10531,53
10532,31
10533,59
10534,31
10535,50
10536,58
10537,67
10538,62
10539,74
10540,55
10541,60
10542,45
10543,64
10544,55
10545,32
10546,60
10547,58
10548,66
10549,63
10550,54
10551,55
10552,58
10553,74
10554,56
10555,57
10556,60
10557,60
10558,57
10559,64
10560,67
10561,56
10562,63
10563,63
10564,60
10565,64
10566,58
10567,68
10568,58
10569,65
10570,57
10571,63
10572,61
10573,70
10574,67
10575,54
10576,65
10577,58
10578,38
10579,59
10580,57
10581,57
10582,56
10583,56
10584,56
10585,60
10586,52
10587,60
10588,63
10589,69
10590,41
10591,68
10592,62
10593,59
10594,54
10595,60
10596,61
10597,70
10598,75
10599,55
10600,58
10601,53
10602,33
10603,17
10604,64
10605,58
10606,50
10607,40
10608,40
10609,50
10610,45
10611,56
10612,54
10613,50
10614,64
10615,60
10616,59
10617,59
10618,62
10619,53
10620,55
10621,58
10622,54
10623,57
10624,63
10625,53
10626,59
10627,60
10628,72
10629,70
10630,53
10631,62
10632,62
10633,58
10634,58
10635,66
10636,41
10637,56
10638,65
10639,66
10640,65
10641,51
10642,53
10643,51
10644,61
10645,70
10646,59
10647,39
10648,27
10649,65
10650,66
10651,55
10652,61
10653,60
10654,56
10655,11
10656,60
10657,34
10658,53
10659,53
10660,62
10661,28
10662,68
10663,48
10664,51
10665,58
10666,49
10667,50
10668,57
10669,66
10670,50
10671,45
10672,57
10673,58
10674,52
10675,54
10676,65
10677,56
10678,58
10679,41
10680,61
10681,56
10682,69
10683,58
10684,57
10685,71
10686,57
10687,66
10688,63
10689,67
10690,55
10691,31
10692,71
10693,29
10694,55
10695,65
10696,40
10697,57
10698,46
10699,61
10700,52
10701,58
10702,67
10703,58
10704,52
10705,64
10706,64
10707,54
10708,57
10709,58
10710,58
10711,66
10712,68
10713,67
10714,60
10715,48
10716,66
10717,40
10718,64
10719,56
10720,64
10721,55
10722,24
10723,62
10724,50
10725,72
10726,59
10727,60
10728,32
10729,61
10730,52
10731,49
10732,59
10733,49
10734,63
10735,40
10736,49
10737,56
10738,63
10739,66
10740,19
10741,61
10742,57
10743,65
10744,60
10745,62
10746,50
10747,62
10748,65
10749,58
10750,55
10751,55
10752,75
10753,65
10754,68
10755,66
10756,58
10757,59
10758,65
10759,48
10760,64
10761,64
10762,60
10763,61
10764,54
10765,59
10766,59
10767,54
10768,66
10769,30
10770,70
10771,56
10772,47
10773,58
10774,63
10775,57
10776,60
10777,67
10778,53
10779,58
10780,61
10781,64
10782,26
10783,58
10784,25
10785,50
10786,41
10787,67
10788,56
10789,55
10790,64
10791,63
10792,56
10793,60
10794,58
10795,59
10796,58
10797,60
10798,52
10799,59
10800,53
10801,60
10802,26
10803,60
10804,21
10805,52
10806,64
10807,59
10808,55
10809,60
10810,45
10811,65
10812,65
10813,60
10814,60
10815,61
10816,57
10817,60
10818,64
10819,64
10820,49
10821,56
10822,57
10823,78
10824,61
10825,40
10826,58
10827,61
10828,52
10829,62
10830,62
10831,45
10832,36
10833,65
10834,62
10835,66
10836,56
10837,61
10838,59
10839,54
10840,68
10841,64
10842,65
10843,55
10844,58
10845,59
10846,67
10847,67
10848,50
10849,57
10850,59
10851,66
10852,57
10853,52
10854,56
10855,31
10856,66
10857,41
10858,57
10859,60
10860,68
10861,55
10862,63
10863,63
10864,52
10865,66
10866,68
10867,51
10868,55
10869,48
10870,60
10871,33
10872,71
10873,47
10874,52
10875,55
10876,59
10877,40
10878,60
10879,60
10880,60
10881,64
10882,62
10883,59
10884,60
10885,49
10886,25
10887,47
10888,37
10889,56
10890,54
10891,53
10892,62
10893,52
10894,67
10895,62
10896,53
10897,61
10898,34
10899,64
10900,66
10901,61
10902,39
10903,59
10904,51
10905,66
10906,60
10907,51
10908,64
10909,65
10910,62
10911,63
10912,63
10913,68
10914,68
10915,70
10916,56
10917,63
10918,61
10919,58
10920,50
10921,50
10922,56
10923,57
10924,58
10925,66
10926,62
10927,58
10928,59
10929,57
10930,59
10931,38
10932,55
10933,37
10934,53
10935,44
10936,54
10937,63
10938,69
10939,35
10940,57
10941,77
10942,55
10943,57
10944,69
10945,72
10946,63
10947,56
10948,67
10949,58
10950,62
10951,61
10952,21
10953,55
10954,58
10955,54
10956,60
10957,45
10958,61
10959,41
10960,56
10961,68
10962,62
10963,52
10964,64
10965,64
10966,60
10967,55
10968,62
10969,21
10970,55
10971,53
10972,56
10973,52
10974,60
10975,56
10976,24
10977,55
10978,61
10979,40
10980,52
10981,35
10982,62
10983,59
10984,68
10985,65
10986,63
10987,58
10988,54
10989,69
10990,66
10991,56
10992,57
10993,56
10994,61
10995,62
10996,69
10997,64
10998,42
10999,15
11000,67
11001,63
11002,61
11003,57
11004,66
11005,54
11006,41
11007,60
11008,62
11009,60
11010,64
11011,55
11012,36
11013,58
11014,43
11015,58
11016,58
11017,58
11018,58
11019,62
11020,62
11021,48
11022,29
11023,56
11024,55
11025,62
11026,62
11027,66
11028,65
11029,57
11030,63
11031,62
11032,72
11033,62
11034,61
11035,69
11036,60
11037,47
11038,52
11039,31
11040,70
11041,33
11042,56
11043,57
11044,49
11045,68
11046,64
11047,48
11048,62
11049,66
11050,60
11051,58
11052,59
11053,57
11054,57
11055,62
11056,62
11057,68
11058,34
11059,57
11060,57
11061,61
11062,61
11063,59
11064,66
11065,27
11066,65
11067,65
11068,50
11069,60
11070,61
11071,69
11072,55
11073,56
11074,57
11075,21
11076,54
11077,47
11078,52
11079,49
11080,55
11081,65
11082,50
11083,63
11084,49
11085,65
11086,50
11087,61
11088,54
11089,57
11090,53
11091,58
11092,68
11093,58
11094,62
11095,57
11096,44
11097,50
11098,26
11099,62
11100,57
11101,62
11102,68
11103,57
11104,68
11105,59
11106,32
11107,62
11108,72
11109,65
11110,58
11111,31
11112,66
11113,58
11114,60
11115,57
11116,65
11117,58
11118,58
11119,67
11120,57
11121,52
11122,75
11123,57
11124,65
11125,63
11126,63
11127,56
11128,24
11129,63
11130,65
11131,63
11132,61
11133,69
11134,29
11135,52
11136,62
11137,51
11138,63
11139,52
11140,62
11141,53
11142,56
11143,55
11144,53
11145,46
11146,62
11147,49
11148,48
11149,61
11150,64
11151,40
11152,68
11153,51
11154,52
11155,64
11156,60
11157,54
11158,50
11159,63
11160,70
11161,44
11162,63
11163,57
11164,60
11165,31
11166,65
11167,63
11168,32
11169,32
11170,44
11171,61
11172,64
11173,61
11174,60
11175,51
11176,51
11177,48
11178,55
11179,60
11180,58
11181,60
11182,42
11183,65
11184,59
11185,27
11186,61
11187,55
11188,58
11189,50
11190,61
11191,59
11192,24
11193,62
11194,60
11195,62
11196,23
11197,59
11198,56
11199,58
11200,53
11201,59
11202,53
11203,42
11204,56
11205,65
11206,52
11207,55
11208,24
11209,59
11210,47
11211,37
11212,53
11213,64
11214,66
11215,62
11216,59
11217,54
11218,52
11219,48
11220,48
11221,57
11222,62
11223,56
11224,63
11225,64
11226,49
11227,43
11228,50
11229,54
11230,71
11231,46
11232,63
11233,54
11234,56
11235,56
11236,60
11237,60
11238,56
11239,60
11240,64
11241,64
11242,60
11243,55
11244,49
11245,54
11246,52
11247,73
11248,30
11249,65
11250,51
11251,71
11252,58
11253,66
11254,67
11255,60
11256,62
11257,58
11258,38
11259,54
11260,62
11261,64
11262,69
11263,64
11264,53
11265,28
11266,71
11267,58
11268,56
11269,45
11270,55
11271,55
11272,39
11273,50
11274,58
11275,62
11276,54
11277,65
11278,45
11279,42
11280,51
11281,58
11282,59
11283,59
11284,40
11285,56
11286,61
11287,25
11288,37
11289,57
11290,56
11291,61
11292,45
11293,28
11294,57
11295,57
11296,60
11297,64
11298,50
11299,27
11300,57
11301,66
11302,46
11303,60
11304,61
11305,51
11306,63
11307,65
11308,57
11309,60
11310,60
11311,54
11312,51
11313,39
11314,63
11315,42
11316,64
11317,61
11318,49
11319,58
11320,56
11321,62
11322,62
11323,64
11324,54
11325,45
11326,58
11327,60
11328,66
11329,60
11330,55
11331,64
11332,24
11333,68
11334,52
11335,49
11336,58
11337,50
11338,62
11339,22
11340,64
11341,50
11342,50
11343,45
11344,54
11345,64
11346,60
11347,54
11348,64
11349,64
11350,35
11351,55
11352,37
11353,60
11354,62
11355,57
11356,61
11357,66
11358,47
11359,54
11360,64
11361,21
11362,55
11363,41
11364,25
11365,60
11366,21
11367,66
11368,42
11369,63
11370,30
11371,28
11372,57
11373,57
11374,66
11375,52
11376,53
11377,54
11378,60
11379,55
11380,60
11381,55
11382,59
11383,63
11384,63
11385,64
11386,60
11387,57
11388,42
11389,55
11390,67
11391,65
11392,24
11393,59
11394,63
