,Balance
8596,55
8597,77
8598,94
8599,66
8600,59
8601,74
8602,79
8603,44
8604,81
8605,80
8606,77
8607,72
8608,54
8609,58
8610,72
8611,77
8612,70
8613,53
8614,72
8615,74
8616,46
8617,74
8618,47
8619,47
8620,86
8621,64
8622,74
8623,65
8624,60
8625,73
8626,57
8627,41
8628,77
8629,88
8630,62
8631,62
8632,63
8633,81
8634,68
8635,64
8636,45
8637,88
8638,31
8639,33
8640,34
8641,43
8642,30
8643,72
8644,66
8645,31
8646,62
8647,55
8648,75
8649,78
8650,81
8651,75
8652,79
8653,74
8654,67
8655,34
8656,74
8657,70
8658,72
8659,68
8660,57
8661,70
8662,47
8663,32
8664,30
8665,58
8666,70
8667,76
8668,66
8669,73
8670,73
8671,46
8672,63
8673,68
8674,59
8675,58
8676,44
8677,46
8678,42
8679,70
8680,69
8681,68
8682,80
8683,55
8684,71
8685,72
8686,65
8687,52
8688,79
8689,85
8690,46
8691,75
8692,68
8693,28
8694,76
8695,77
8696,30
8697,60
8698,70
8699,70
8700,35
8701,59
8702,63
8703,71
8704,66
8705,81
8706,62
8707,76
8708,57
8709,55
8710,64
8711,86
8712,65
8713,68
8714,58
8715,65
8716,64
8717,59
8718,72
8719,64
8720,70
8721,70
8722,62
8723,54
8724,82
8725,56
8726,68
8727,59
8728,47
8729,68
8730,59
8731,63
8732,72
8733,30
8734,66
8735,69
8736,66
8737,58
8738,71
8739,86
8740,72
8741,76
8742,66
8743,53
8744,91
8745,43
8746,52
8747,69
8748,73
8749,55
8750,60
8751,46
8752,65
8753,66
8754,75
8755,84
8756,65
8757,66
8758,81
8759,75
8760,79
8761,68
8762,48
8763,64
8764,70
8765,60
8766,56
8767,77
8768,77
8769,69
8770,71
8771,70
8772,70
8773,72
8774,77
8775,50
8776,69
8777,54
8778,53
8779,68
8780,76
8781,66
8782,63
8783,60
8784,68
8785,67
8786,66
8787,82
8788,71
8789,74
8790,69
8791,55
8792,68
8793,60
8794,68
8795,41
8796,69
8797,59
8798,68
8799,64
8800,71
8801,42
8802,82
8803,45
8804,70
8805,65
8806,65
8807,65
8808,59
8809,70
8810,54
8811,67
8812,57
8813,75
8814,59
8815,59
8816,87
8817,64
8818,70
8819,71
8820,50
8821,57
8822,58
8823,58
8824,75
8825,73
8826,70
8827,77
8828,66
8829,43
8830,66
8831,63
8832,45
8833,80
8834,78
8835,73
8836,63
8837,53
8838,48
8839,50
8840,41
8841,74
8842,66
8843,59
8844,68
8845,74
8846,66
8847,76
8848,68
8849,55
8850,68
8851,54
8852,68
8853,66
8854,54
8855,85
8856,48
8857,64
8858,60
8859,70
8860,79
8861,53
8862,53
8863,66
8864,87
8865,59
8866,59
8867,53
8868,51
8869,62
8870,75
8871,76
8872,69
8873,61
8874,61
8875,62
8876,67
8877,60
8878,70
8879,76
8880,68
8881,69
8882,85
8883,65
8884,33
8885,72
8886,47
8887,75
8888,67
8889,60
8890,75
8891,75
8892,74
8893,50
8894,21
8895,62
8896,69
8897,72
8898,70
8899,57
8900,78
8901,56
8902,87
8903,58
8904,83
8905,70
8906,84
8907,78
8908,43
8909,62
8910,65
8911,77
8912,59
8913,61
8914,30
8915,61
8916,75
8917,50
8918,56
8919,65
8920,72
8921,63
8922,58
8923,34
8924,76
8925,76
8926,83
8927,72
8928,49
8929,68
8930,68
8931,41
8932,64
8933,59
8934,65
8935,64
8936,44
8937,77
8938,62
8939,66
8940,66
8941,51
8942,56
8943,82
8944,76
8945,46
8946,83
8947,68
8948,69
8949,56
8950,70
8951,90
8952,57
8953,62
8954,31
8955,38
8956,76
8957,65
8958,64
8959,47
8960,50
8961,40
8962,70
8963,83
8964,41
8965,65
8966,71
8967,34
8968,80
8969,53
8970,50
8971,64
8972,74
8973,71
8974,34
8975,68
8976,68
8977,81
8978,64
8979,42
8980,89
8981,73
8982,57
8983,66
8984,74
8985,62
8986,58
8987,23
8988,78
8989,45
8990,78
8991,63
8992,79
8993,84
8994,63
8995,58
8996,74
8997,58
8998,47
8999,70
9000,62
9001,73
9002,74
9003,67
9004,60
9005,52
9006,62
9007,70
9008,69
9009,53
9010,75
9011,58
9012,68
9013,65
9014,55
9015,52
9016,57
9017,62
9018,45
9019,75
9020,69
9021,67
9022,89
9023,65
9024,65
9025,38
9026,59
9027,59
9028,81
9029,63
9030,79
9031,67
9032,73
9033,76
9034,71
9035,68
9036,85
9037,58
9038,83
9039,70
9040,75
9041,41
9042,76
9043,71
9044,71
9045,40
9046,45
9047,73
9048,60
9049,58
9050,75
9051,68
9052,41
9053,62
9054,65
9055,51
9056,46
9057,67
9058,64
9059,73
9060,43
9061,64
9062,43
9063,71
9064,59
9065,77
9066,62
9067,76
9068,69
9069,71
9070,82
9071,32
9072,42
9073,70
9074,79
9075,77
9076,70
9077,83
9078,83
9079,76
9080,77
9081,76
9082,62
9083,67
9084,40
9085,67
9086,70
9087,61
9088,52
9089,59
9090,82
9091,60
9092,77
9093,56
9094,73
9095,83
9096,30
9097,75
9098,56
9099,71
9100,66
9101,74
9102,44
9103,71
9104,72
9105,76
9106,64
9107,67
9108,73
9109,61
9110,69
9111,74
9112,69
9113,66
9114,79
9115,68
9116,70
9117,27
9118,78
9119,75
9120,61
9121,69
9122,86
9123,37
9124,66
9125,75
9126,66
9127,65
9128,66
9129,66
9130,74
9131,58
9132,51
9133,62
9134,74
9135,21
9136,73
9137,41
9138,69
9139,59
9140,58
9141,65
9142,66
9143,66
9144,66
9145,49
9146,77
9147,77
9148,73
9149,91
9150,70
9151,55
9152,80
9153,67
9154,75
9155,68
9156,64
9157,75
9158,84
9159,82
9160,69
9161,35
9162,64
9163,41
9164,77
9165,71
9166,79
9167,66
9168,72
9169,71
9170,58
9171,75
9172,82
9173,53
9174,76
9175,59
9176,71
9177,79
9178,53
9179,65
9180,65
9181,73
9182,80
9183,51
9184,62
9185,79
9186,69
9187,72
9188,33
9189,50
9190,71
9191,58
9192,64
9193,77
9194,53
9195,64
9196,41
9197,63
9198,81
9199,70
9200,80
9201,60
9202,60
9203,74
9204,68
9205,56
9206,73
9207,74
9208,74
9209,75
9210,72
9211,64
9212,55
9213,63
9214,58
9215,53
9216,81
9217,75
9218,91
9219,91
9220,80
9221,72
9222,51
9223,52
9224,63
9225,54
9226,36
9227,59
9228,89
9229,42
9230,60
9231,60
9232,68
9233,78
9234,66
9235,52
9236,56
9237,71
9238,42
9239,71
9240,65
9241,59
9242,24
9243,57
9244,84
9245,65
9246,59
9247,56
9248,65
9249,42
9250,71
9251,66
9252,53
9253,63
9254,75
9255,50
9256,73
9257,46
9258,54
9259,64
9260,70
9261,60
9262,60
9263,75
9264,57
9265,70
9266,51
9267,51
9268,56
9269,63
9270,63
9271,68
9272,78
9273,68
9274,71
9275,56
9276,78
9277,69
9278,75
9279,63
9280,63
9281,63
9282,63
9283,24
9284,60
9285,57
9286,32
9287,68
9288,79
9289,78
9290,70
9291,46
9292,68
9293,61
9294,50
9295,64
9296,35
9297,57
9298,60
9299,66
9300,48
9301,70
9302,85
9303,71
9304,54
9305,57
9306,64
9307,73
9308,32
9309,50
9310,55
9311,81
9312,62
9313,57
9314,44
9315,55
9316,47
9317,74
9318,83
9319,68
9320,80
9321,78
9322,69
9323,62
9324,59
9325,74
9326,68
9327,64
9328,64
9329,63
9330,56
9331,70
9332,68
9333,68
9334,70
9335,65
9336,59
9337,42
9338,49
9339,62
9340,62
9341,44
9342,61
9343,71
9344,80
9345,65
9346,83
9347,50
9348,78
9349,79
9350,58
9351,73
9352,78
9353,75
9354,72
9355,55
9356,83
9357,61
9358,67
9359,55
9360,68
9361,63
9362,87
9363,65
9364,57
9365,73
9366,71
9367,46
9368,61
9369,56
9370,42
9371,80
9372,73
9373,51
9374,67
9375,77
9376,79
9377,76
9378,33
9379,58
9380,60
9381,53
9382,79
9383,51
9384,51
9385,78
9386,57
9387,77
9388,69
9389,25
9390,69
9391,68
9392,45
9393,86
9394,73
9395,76
9396,68
9397,75
9398,82
9399,88
9400,65
9401,61
9402,70
9403,76
9404,57
9405,75
9406,62
9407,67
9408,62
9409,65
9410,59
9411,41
9412,58
9413,51
9414,76
9415,40
9416,80
9417,58
9418,54
9419,62
9420,63
9421,44
9422,81
9423,67
9424,60
9425,58
9426,63
9427,52
9428,49
9429,71
9430,70
9431,86
9432,34
9433,63
9434,51
9435,51
9436,60
9437,75
9438,48
9439,70
9440,59
9441,72
9442,74
9443,82
9444,62
9445,64
9446,87
9447,73
9448,55
9449,72
9450,53
9451,91
9452,67
9453,77
9454,60
9455,72
9456,67
9457,43
9458,39
9459,63
9460,89
9461,67
9462,53
9463,69
9464,82
9465,78
9466,76
9467,30
9468,48
9469,80
9470,58
9471,68
9472,43
9473,39
9474,62
9475,71
9476,51
9477,67
9478,71
9479,77
9480,74
9481,72
9482,35
9483,77
9484,58
9485,51
9486,51
9487,68
9488,80
9489,49
9490,59
9491,51
9492,36
9493,73
9494,83
9495,65
9496,37
9497,66
9498,79
9499,70
9500,71
9501,60
9502,65
9503,78
9504,71
9505,28
9506,44
9507,59
9508,50
9509,34
9510,78
9511,55
9512,64
9513,63
9514,81
9515,48
9516,84
9517,70
9518,53
9519,48
9520,67
9521,83
9522,76
9523,68
9524,73
9525,63
9526,71
9527,74
9528,33
9529,45
9530,69
9531,58
9532,63
9533,71
9534,81
9535,72
9536,72
9537,72
9538,71
9539,82
9540,51
9541,59
9542,68
9543,54
9544,75
9545,41
9546,64
9547,70
9548,65
9549,81
9550,51
9551,66
9552,58
9553,73
9554,61
9555,52
9556,68
9557,81
9558,55
9559,50
9560,80
9561,31
9562,69
9563,70
9564,68
9565,37
9566,66
9567,70
9568,58
9569,73
9570,42
9571,83
9572,65
9573,79
9574,60
9575,65
9576,66
9577,68
9578,71
9579,58
9580,84
9581,35
9582,64
9583,65
9584,61
9585,53
9586,62
9587,79
9588,79
9589,62
9590,54
9591,72
9592,55
9593,65
9594,57
9595,61
9596,68
9597,87
9598,52
9599,66
9600,67
9601,86
9602,93
9603,52
9604,70
9605,65
9606,70
9607,73
9608,62
9609,67
9610,34
9611,82
9612,55
9613,77
9614,43
9615,75
9616,51
9617,74
9618,62
9619,61
9620,70
9621,80
9622,47
9623,83
9624,56
9625,68
9626,35
9627,71
9628,61
9629,77
9630,47
9631,66
9632,73
9633,82
9634,67
9635,38
9636,38
9637,63
9638,70
9639,70
9640,63
9641,60
9642,86
9643,66
9644,60
9645,62
9646,66
9647,72
9648,68
9649,77
9650,55
9651,85
9652,65
9653,63
9654,64
9655,68
9656,29
9657,64
9658,65
9659,78
9660,59
9661,62
9662,70
9663,71
9664,72
9665,34
9666,70
9667,56
9668,72
9669,75
9670,84
9671,41
9672,81
9673,52
9674,45
9675,61
9676,68
9677,23
9678,80
9679,83
9680,50
9681,73
9682,61
9683,31
9684,36
9685,47
9686,54
9687,69
9688,66
9689,58
9690,58
9691,64
9692,54
9693,67
9694,60
9695,74
9696,70
9697,64
9698,65
9699,49
9700,70
9701,40
9702,57
9703,81
9704,79
9705,50
9706,59
9707,59
9708,62
9709,62
9710,71
9711,34
9712,63
9713,57
9714,67
9715,74
9716,60
9717,86
9718,60
9719,74
9720,70
9721,48
9722,63
9723,69
9724,79
9725,76
9726,26
9727,64
9728,48
9729,77
9730,75
9731,72
9732,71
9733,67
9734,70
9735,37
9736,32
9737,33
9738,75
9739,71
9740,73
9741,73
9742,77
9743,72
9744,65
9745,62
9746,81
9747,72
9748,89
9749,64
9750,78
9751,78
9752,34
9753,62
9754,71
9755,65
9756,70
9757,75
9758,34
9759,53
9760,32
9761,69
9762,90
9763,80
9764,65
9765,63
9766,71
9767,45
9768,61
9769,64
9770,67
9771,76
9772,74
9773,79
9774,56
9775,83
9776,75
9777,31
9778,67
9779,50
9780,43
9781,52
9782,75
9783,70
9784,72
9785,59
9786,90
9787,63
9788,75
9789,71
9790,65
9791,92
9792,92
9793,65
9794,75
9795,82
9796,82
9797,70
9798,61
9799,56
9800,51
9801,85
9802,72
9803,81
9804,74
9805,88
9806,71
9807,80
9808,74
9809,35
9810,59
9811,86
9812,42
9813,78
9814,39
9815,90
9816,69
9817,32
9818,58
9819,63
9820,65
9821,72
9822,62
9823,84
9824,87
9825,39
9826,75
9827,38
9828,71
9829,30
9830,74
9831,44
9832,77
9833,69
9834,67
9835,69
9836,68
9837,71
9838,40
9839,83
9840,67
9841,77
9842,70
9843,70
9844,38
9845,63
9846,84
9847,85
9848,62
9849,81
9850,72
9851,41
9852,68
9853,69
9854,55
9855,92
9856,62
9857,66
9858,56
9859,76
9860,63
9861,73
9862,71
9863,56
9864,75
9865,33
9866,62
9867,49
9868,83
9869,66
9870,80
9871,54
9872,76
9873,56
9874,60
9875,60
9876,77
9877,68
9878,60
9879,50
9880,80
9881,65
9882,68
9883,70
9884,74
9885,60
9886,71
9887,84
9888,70
9889,70
9890,75
9891,49
9892,38
9893,52
9894,52
9895,74
9896,51
9897,59
9898,73
9899,32
9900,75
9901,72
9902,73
9903,61
9904,70
9905,63
9906,61
9907,64
9908,60
9909,77
9910,38
9911,56
9912,70
9913,60
9914,31
9915,67
9916,70
9917,55
9918,27
9919,70
9920,84
9921,75
9922,71
9923,40
9924,73
9925,65
9926,31
9927,62
9928,52
9929,59
9930,90
9931,69
9932,62
9933,64
9934,63
9935,74
9936,61
9937,46
9938,41
9939,60
9940,80
9941,62
9942,74
9943,77
9944,64
9945,64
9946,72
9947,70
9948,40
9949,72
9950,52
9951,72
9952,59
9953,44
9954,52
9955,78
9956,86
9957,64
9958,73
9959,35
9960,49
9961,67
9962,64
9963,72
9964,54
9965,69
9966,63
9967,65
9968,76
9969,44
9970,79
9971,59
9972,51
9973,86
9974,29
9975,81
9976,50
9977,40
9978,50
9979,75
9980,72
9981,78
9982,71
9983,79
9984,61
9985,76
9986,76
9987,65
9988,65
9989,67
9990,49
9991,68
9992,76
9993,78
9994,69
9995,49
9996,49
9997,73
9998,33
9999,36
10000,74
10001,68
10002,61
10003,48
10004,72
10005,80
10006,60
10007,83
10008,44
10009,87
10010,60
10011,79
10012,55
10013,70
10014,71
10015,56
10016,65
10017,67
10018,69
10019,63
10020,57
10021,75
10022,52
10023,62
10024,82
10025,56
10026,70
10027,35
10028,83
10029,54
10030,89
10031,56
10032,83
10033,52
10034,45
10035,78
10036,90
10037,64
10038,81
10039,58
10040,44
10041,65
10042,78
10043,62
10044,73
10045,56
10046,91
10047,91
10048,62
10049,86
10050,56
10051,70
10052,69
10053,83
10054,61
10055,50
10056,67
10057,48
10058,66
10059,75
10060,76
10061,76
10062,70
10063,47
10064,51
10065,63
10066,47
10067,74
10068,71
10069,51
10070,75
10071,77
10072,72
10073,42
10074,69
10075,46
10076,75
10077,46
10078,47
10079,86
10080,76
10081,30
10082,70
10083,36
10084,78
10085,78
10086,66
10087,69
10088,58
10089,52
10090,63
10091,62
10092,56
10093,72
10094,60
10095,60
10096,34
10097,78
10098,78
10099,63
10100,56
10101,62
10102,75
10103,68
10104,48
10105,48
10106,81
10107,66
10108,69
10109,64
10110,78
10111,59
10112,62
10113,68
10114,70
10115,75
10116,65
10117,78
10118,54
10119,59
10120,91
10121,58
10122,25
10123,56
10124,55
10125,82
10126,64
10127,55
10128,83
10129,75
10130,57
10131,65
10132,63
10133,56
10134,77
10135,35
10136,31
10137,85
10138,66
10139,57
10140,86
10141,59
10142,66
10143,62
10144,77
10145,30
10146,69
10147,80
10148,59
10149,59
10150,71
10151,57
10152,77
10153,66
10154,54
10155,23
10156,64
10157,71
10158,71
10159,64
10160,73
10161,76
10162,71
10163,66
10164,35
10165,58
10166,34
10167,75
10168,70
10169,70
10170,74
10171,68
10172,70
10173,74
10174,59
10175,64
10176,56
10177,70
10178,82
10179,55
10180,69
10181,69
10182,59
10183,78
10184,91
10185,74
10186,58
10187,74
10188,82
10189,21
10190,61
10191,53
10192,54
10193,75
10194,42
10195,64
10196,77
10197,62
10198,61
10199,65
10200,65
10201,61
10202,74
10203,41
10204,48
10205,70
10206,58
10207,36
10208,79
10209,40
10210,76
10211,67
10212,71
10213,56
10214,62
10215,71
10216,65
10217,68
10218,58
10219,60
10220,30
10221,79
10222,92
10223,59
10224,72
10225,70
10226,77
10227,70
10228,80
10229,84
10230,48
10231,55
10232,56
10233,76
10234,66
10235,46
10236,71
10237,49
10238,64
10239,77
10240,88
10241,43
10242,83
10243,72
10244,58
10245,79
10246,54
10247,71
10248,58
10249,72
10250,61
10251,61
10252,63
10253,64
10254,76
10255,70
10256,72
10257,76
10258,66
10259,73
10260,35
10261,70
10262,81
10263,67
10264,80
10265,72
10266,65
10267,59
10268,50
10269,78
10270,25
10271,53
10272,76
10273,32
10274,76
10275,65
10276,29
10277,74
10278,59
10279,56
10280,37
10281,66
10282,43
10283,65
10284,50
10285,79
10286,80
10287,77
10288,65
10289,66
10290,60
10291,38
10292,71
10293,68
10294,82
10295,72
10296,69
10297,66
10298,88
10299,56
10300,49
10301,67
10302,67
10303,59
10304,56
10305,78
10306,73
10307,76
10308,81
10309,29
10310,45
10311,58
10312,38
10313,69
10314,78
10315,46
10316,66
10317,80
10318,47
10319,55
10320,68
10321,82
10322,89
10323,66
10324,66
10325,74
10326,52
10327,75
10328,32
10329,65
10330,57
10331,68
10332,71
10333,60
10334,72
10335,77
10336,45
10337,56
10338,74
10339,49
10340,71
10341,75
10342,68
10343,57
10344,86
10345,70
10346,65
10347,60
10348,69
10349,45
10350,65
10351,57
10352,84
10353,84
10354,81
10355,41
10356,64
10357,62
10358,57
10359,62
10360,68
10361,80
10362,53
10363,90
10364,48
10365,55
10366,66
10367,55
10368,52
10369,70
10370,55
10371,68
10372,78
10373,57
10374,55
10375,72
10376,61
10377,30
10378,89
10379,58
10380,58
10381,62
10382,53
10383,59
10384,62
10385,74
10386,56
10387,59
10388,69
10389,66
10390,62
10391,68
10392,61
10393,77
10394,73
10395,75
10396,56
10397,76
10398,72
10399,44
10400,41
10401,57
10402,76
10403,48
10404,48
10405,49
10406,63
10407,55
10408,48
10409,65
10410,79
10411,40
10412,38
10413,50
10414,81
10415,41
10416,66
10417,81
10418,56
10419,42
10420,63
10421,62
10422,77
10423,83
10424,72
10425,65
10426,33
10427,34
10428,73
10429,86
10430,64
10431,52
10432,58
10433,57
10434,69
10435,72
10436,38
10437,60
10438,77
10439,63
10440,60
10441,57
10442,61
10443,62
10444,63
10445,66
10446,76
10447,59
10448,90
10449,53
10450,75
10451,60
10452,65
10453,70
10454,77
10455,77
10456,41
10457,38
10458,67
10459,71
10460,74
10461,67
10462,84
10463,68
10464,74
10465,50
10466,63
10467,80
10468,77
10469,35
10470,64
10471,73
10472,76
10473,65
10474,43
10475,43
10476,70
10477,42
10478,50
10479,54
10480,79
10481,83
10482,69
10483,59
10484,66
10485,59
10486,72
10487,34
10488,70
10489,80
10490,19
10491,57
10492,49
10493,51
10494,78
10495,58
10496,81
10497,65
10498,67
10499,63
10500,84
10501,78
10502,76
10503,64
10504,80
10505,79
10506,79
10507,68
10508,77
10509,58
10510,82
10511,33
10512,56
10513,63
10514,68
10515,76
10516,43
10517,61
10518,73
10519,80
10520,73
10521,78
10522,67
10523,70
10524,65
10525,69
10526,42
10527,40
10528,70
10529,61
10530,63
10531,62
10532,57
10533,69
10534,42
10535,64
10536,62
10537,66
10538,68
10539,76
10540,66
10541,78
10542,66
10543,68
10544,55
10545,29
10546,80
10547,65
10548,69
10549,74
10550,77
10551,67
10552,88
10553,58
10554,76
10555,56
10556,72
10557,72
10558,66
10559,54
10560,65
10561,62
10562,61
10563,84
10564,68
10565,56
10566,64
10567,39
10568,70
10569,80
10570,70
10571,73
10572,76
10573,64
10574,75
10575,67
10576,57
10577,68
10578,30
10579,72
10580,75
10581,79
10582,69
10583,74
10584,73
10585,80
10586,72
10587,78
10588,62
10589,51
10590,68
10591,81
10592,48
10593,62
10594,74
10595,71
10596,67
10597,61
10598,85
10599,56
10600,72
10601,53
10602,45
10603,38
10604,59
10605,63
10606,72
10607,48
10608,48
10609,69
10610,65
10611,70
10612,69
10613,72
10614,67
10615,69
10616,61
10617,82
10618,60
10619,74
10620,35
10621,84
10622,71
10623,57
10624,68
10625,75
10626,52
10627,75
10628,67
10629,76
10630,57
10631,62
10632,77
10633,69
10634,46
10635,63
10636,46
10637,71
10638,63
10639,59
10640,73
10641,77
10642,75
10643,41
10644,54
10645,75
10646,49
10647,66
10648,54
10649,66
10650,89
10651,56
10652,79
10653,57
10654,57
10655,52
10656,71
10657,38
10658,55
10659,55
10660,62
10661,38
10662,68
10663,83
10664,66
10665,45
10666,49
10667,76
10668,71
10669,59
10670,55
10671,60
10672,80
10673,63
10674,71
10675,34
10676,77
10677,57
10678,65
10679,68
10680,67
10681,35
10682,71
10683,66
10684,62
10685,55
10686,55
10687,72
10688,81
10689,70
10690,68
10691,59
10692,64
10693,46
10694,72
10695,44
10696,29
10697,71
10698,45
10699,52
10700,59
10701,72
10702,42
10703,72
10704,72
10705,70
10706,72
10707,60
10708,64
10709,61
10710,61
10711,91
10712,71
10713,67
10714,54
10715,72
10716,43
10717,56
10718,75
10719,71
10720,72
10721,70
10722,53
10723,58
10724,66
10725,72
10726,76
10727,53
10728,41
10729,38
10730,54
10731,62
10732,68
10733,61
10734,72
10735,62
10736,73
10737,82
10738,61
10739,67
10740,42
10741,69
10742,48
10743,58
10744,64
10745,68
10746,31
10747,73
10748,65
10749,57
10750,68
10751,65
10752,83
10753,75
10754,65
10755,75
10756,77
10757,70
10758,69
10759,57
10760,59
10761,59
10762,63
10763,71
10764,57
10765,61
10766,64
10767,70
10768,45
10769,40
10770,64
10771,40
10772,54
10773,34
10774,65
10775,58
10776,71
10777,63
10778,43
10779,59
10780,60
10781,67
10782,60
10783,73
10784,26
10785,79
10786,70
10787,67
10788,72
10789,60
10790,70
10791,79
10792,73
10793,60
10794,51
10795,80
10796,60
10797,50
10798,71
10799,71
10800,85
10801,55
10802,65
10803,72
10804,52
10805,89
10806,68
10807,77
10808,81
10809,63
10810,71
10811,58
10812,58
10813,66
10814,66
10815,75
10816,55
10817,37
10818,78
10819,76
10820,75
10821,78
10822,43
10823,74
10824,60
10825,90
10826,83
10827,57
10828,64
10829,75
10830,78
10831,51
10832,83
10833,59
10834,71
10835,66
10836,44
10837,73
10838,71
10839,63
10840,67
10841,60
10842,73
10843,56
10844,82
10845,63
10846,64
10847,64
10848,69
10849,74
10850,68
10851,78
10852,45
10853,72
10854,61
10855,62
10856,90
10857,47
10858,63
10859,60
10860,67
10861,85
10862,62
10863,62
10864,83
10865,76
10866,65
10867,62
10868,80
10869,55
10870,58
10871,47
10872,78
10873,36
10874,80
10875,59
10876,51
10877,64
10878,79
10879,67
10880,62
10881,53
10882,85
10883,75
10884,50
10885,66
10886,37
10887,77
10888,25
10889,91
10890,65
10891,32
10892,64
10893,60
10894,62
10895,39
10896,56
10897,71
10898,40
10899,57
10900,65
10901,51
10902,55
10903,71
10904,43
10905,65
10906,59
10907,75
10908,63
10909,79
10910,83
10911,80
10912,73
10913,77
10914,77
10915,71
10916,75
10917,81
10918,63
10919,38
10920,60
10921,59
10922,59
10923,53
10924,93
10925,72
10926,82
10927,61
10928,68
10929,68
10930,80
10931,70
10932,81
10933,48
10934,81
10935,56
10936,79
10937,74
10938,33
10939,29
10940,65
10941,84
10942,71
10943,70
10944,75
10945,83
10946,67
10947,62
10948,71
10949,56
10950,60
10951,68
10952,48
10953,76
10954,74
10955,80
10956,63
10957,84
10958,59
10959,36
10960,64
10961,66
10962,81
10963,68
10964,79
10965,79
10966,86
10967,81
10968,77
10969,22
10970,48
10971,69
10972,61
10973,68
10974,80
10975,45
10976,60
10977,42
10978,60
10979,65
10980,74
10981,44
10982,68
10983,55
10984,75
10985,82
10986,39
10987,82
10988,66
10989,61
10990,40
10991,75
10992,58
10993,86
10994,57
10995,78
10996,79
10997,64
10998,48
10999,48
11000,74
11001,67
11002,62
11003,72
11004,83
11005,56
11006,54
11007,79
11008,72
11009,78
11010,67
11011,69
11012,51
11013,69
11014,61
11015,54
11016,54
11017,62
11018,61
11019,61
11020,76
11021,51
11022,22
11023,54
11024,56
11025,50
11026,73
11027,58
11028,67
11029,72
11030,70
11031,45
11032,86
11033,86
11034,62
11035,64
11036,75
11037,29
11038,70
11039,43
11040,76
11041,55
11042,72
11043,54
11044,72
11045,70
11046,59
11047,85
11048,65
11049,36
11050,75
11051,66
11052,78
11053,87
11054,61
11055,58
11056,31
11057,53
11058,75
11059,58
11060,67
11061,74
11062,70
11063,58
11064,45
11065,57
11066,69
11067,69
11068,70
11069,51
11070,64
11071,67
11072,55
11073,60
11074,74
11075,46
11076,72
11077,65
11078,64
11079,63
11080,78
11081,70
11082,57
11083,64
11084,63
11085,73
11086,69
11087,45
11088,80
11089,55
11090,69
11091,83
11092,70
11093,66
11094,77
11095,79
11096,49
11097,66
11098,52
11099,67
11100,58
11101,64
11102,72
11103,67
11104,65
11105,45
11106,28
11107,70
11108,68
11109,91
11110,57
11111,68
11112,65
11113,59
11114,78
11115,62
11116,62
11117,60
11118,60
11119,70
11120,71
11121,68
11122,79
11123,57
11124,64
11125,82
11126,45
11127,60
11128,48
11129,80
11130,56
11131,57
11132,78
11133,64
11134,42
11135,72
11136,75
11137,75
11138,80
11139,75
11140,64
11141,59
11142,47
11143,54
11144,67
11145,74
11146,73
11147,47
11148,90
11149,71
11150,61
11151,42
11152,73
11153,50
11154,71
11155,82
11156,61
11157,50
11158,70
11159,63
11160,72
11161,56
11162,69
11163,75
11164,58
11165,58
11166,71
11167,57
11168,39
11169,39
11170,36
11171,42
11172,69
11173,85
11174,52
11175,62
11176,48
11177,60
11178,87
11179,54
11180,62
11181,54
11182,40
11183,52
11184,62
11185,34
11186,80
11187,66
11188,74
11189,89
11190,60
11191,75
11192,56
11193,79
11194,79
11195,66
11196,47
11197,62
11198,41
11199,59
11200,83
11201,83
11202,66
11203,62
11204,86
11205,70
11206,67
11207,40
11208,61
11209,74
11210,54
11211,49
11212,48
11213,74
11214,50
11215,75
11216,61
11217,32
11218,60
11219,59
11220,59
11221,87
11222,81
11223,77
11224,85
11225,74
11226,74
11227,53
11228,88
11229,71
11230,43
11231,51
11232,81
11233,57
11234,68
11235,67
11236,38
11237,81
11238,61
11239,76
11240,72
11241,71
11242,64
11243,72
11244,56
11245,64
11246,70
11247,83
11248,28
11249,70
11250,82
11251,49
11252,50
11253,60
11254,68
11255,66
11256,77
11257,52
11258,47
11259,64
11260,72
11261,91
11262,73
11263,64
11264,58
11265,38
11266,75
11267,66
11268,62
11269,61
11270,69
11271,69
11272,73
11273,64
11274,78
11275,58
11276,85
11277,71
11278,66
11279,52
11280,70
11281,76
11282,75
11283,63
11284,35
11285,74
11286,64
11287,45
11288,47
11289,83
11290,69
11291,77
11292,72
11293,68
11294,68
11295,73
11296,73
11297,66
11298,81
11299,47
11300,81
11301,49
11302,55
11303,73
11304,68
11305,65
11306,69
11307,53
11308,58
11309,65
11310,64
11311,68
11312,71
11313,22
11314,87
11315,80
11316,80
11317,78
11318,81
11319,32
11320,60
11321,80
11322,80
11323,69
11324,59
11325,47
11326,59
11327,68
11328,55
11329,56
11330,73
11331,79
11332,43
11333,65
11334,70
11335,67
11336,64
11337,84
11338,44
11339,64
11340,76
11341,66
11342,62
11343,63
11344,66
11345,83
11346,73
11347,68
11348,77
11349,64
11350,46
11351,47
11352,30
11353,60
11354,59
11355,52
11356,55
11357,72
11358,56
11359,74
11360,62
11361,50
11362,62
11363,56
11364,26
11365,54
11366,29
11367,72
11368,63
11369,66
11370,49
11371,29
11372,64
11373,64
11374,63
11375,76
11376,76
11377,73
11378,57
11379,73
11380,75
11381,72
11382,57
11383,89
11384,34
11385,88
11386,75
11387,82
11388,67
11389,71
11390,72
11391,57
11392,49
11393,90
11394,55
