,Aggression
8593,60
8594,77
8595,68
8596,78
8597,67
8598,47
8599,69
8600,64
8601,67
8602,61
8603,39
8604,49
8605,69
8606,68
8607,37
8608,69
8609,54
8610,65
8611,47
8612,88
8613,71
8614,54
8615,69
8616,19
8617,26
8618,72
8619,72
8620,57
8621,63
8622,40
8623,68
8624,84
8625,72
8626,68
8627,35
8628,44
8629,56
8630,73
8631,70
8632,39
8633,73
8634,74
8635,70
8636,43
8637,35
8638,39
8639,79
8640,63
8641,64
8642,27
8643,58
8644,59
8645,30
8646,21
8647,70
8648,43
8649,73
8650,64
8651,70
8652,65
8653,58
8654,33
8655,34
8656,42
8657,73
8658,66
8659,53
8660,36
8661,52
8662,80
8663,62
8664,31
8665,59
8666,73
8667,65
8668,69
8669,58
8670,58
8671,82
8672,55
8673,60
8674,56
8675,69
8676,22
8677,72
8678,76
8679,59
8680,47
8681,62
8682,82
8683,65
8684,62
8685,82
8686,67
8687,69
8688,70
8689,71
8690,15
8691,70
8692,46
8693,20
8694,67
8695,46
8696,30
8697,70
8698,58
8699,38
8700,55
8701,69
8702,72
8703,42
8704,65
8705,67
8706,61
8707,46
8708,74
8709,68
8710,78
8711,43
8712,43
8713,67
8714,65
8715,73
8716,59
8717,37
8718,51
8719,64
8720,68
8721,68
8722,65
8723,70
8724,66
8725,64
8726,62
8727,70
8728,25
8729,32
8730,60
8731,62
8732,60
8733,80
8734,56
8735,35
8736,66
8737,75
8738,47
8739,68
8740,71
8741,70
8742,37
8743,68
8744,52
8745,21
8746,58
8747,65
8748,48
8749,62
8750,52
8751,68
8752,84
8753,52
8754,66
8755,75
8756,68
8757,64
8758,35
8759,53
8760,37
8761,61
8762,45
8763,43
8764,56
8765,45
8766,58
8767,46
8768,54
8769,71
8770,49
8771,62
8772,62
8773,55
8774,70
8775,32
8776,46
8777,40
8778,26
8779,51
8780,75
8781,56
8782,58
8783,26
8784,61
8785,56
8786,69
8787,31
8788,47
8789,58
8790,72
8791,62
8792,61
8793,77
8794,66
8795,76
8796,77
8797,60
8798,71
8799,67
8800,47
8801,65
8802,30
8803,80
8804,65
8805,72
8806,50
8807,77
8808,55
8809,55
8810,68
8811,74
8812,65
8813,70
8814,69
8815,58
8816,53
8817,67
8818,83
8819,62
8820,64
8821,60
8822,67
8823,67
8824,59
8825,62
8826,48
8827,30
8828,73
8829,37
8830,81
8831,62
8832,74
8833,58
8834,78
8835,65
8836,61
8837,64
8838,58
8839,64
8840,25
8841,63
8842,65
8843,48
8844,55
8845,58
8846,70
8847,49
8848,45
8849,50
8850,59
8851,73
8852,38
8853,56
8854,45
8855,44
8856,67
8857,66
8858,25
8859,62
8860,75
8861,52
8862,68
8863,80
8864,60
8865,67
8866,62
8867,84
8868,74
8869,58
8870,74
8871,54
8872,51
8873,69
8874,69
8875,61
8876,58
8877,51
8878,53
8879,79
8880,77
8881,57
8882,74
8883,27
8884,68
8885,65
8886,34
8887,66
8888,68
8889,68
8890,55
8891,40
8892,77
8893,22
8894,35
8895,70
8896,72
8897,45
8898,49
8899,63
8900,30
8901,18
8902,68
8903,61
8904,54
8905,34
8906,87
8907,77
8908,18
8909,43
8910,23
8911,86
8912,62
8913,66
8914,54
8915,62
8916,59
8917,69
8918,23
8919,76
8920,77
8921,80
8922,60
8923,79
8924,82
8925,82
8926,50
8927,71
8928,76
8929,71
8930,66
8931,55
8932,70
8933,64
8934,59
8935,68
8936,85
8937,44
8938,32
8939,70
8940,67
8941,78
8942,69
8943,58
8944,68
8945,68
8946,28
8947,74
8948,74
8949,74
8950,65
8951,66
8952,70
8953,36
8954,70
8955,76
8956,56
8957,72
8958,71
8959,66
8960,64
8961,55
8962,58
8963,79
8964,49
8965,68
8966,61
8967,67
8968,64
8969,31
8970,70
8971,65
8972,63
8973,57
8974,22
8975,77
8976,77
8977,73
8978,31
8979,16
8980,59
8981,33
8982,55
8983,72
8984,69
8985,53
8986,65
8987,31
8988,49
8989,77
8990,54
8991,39
8992,74
8993,47
8994,58
8995,68
8996,57
8997,63
8998,45
8999,75
9000,63
9001,40
9002,59
9003,67
9004,67
9005,26
9006,58
9007,44
9008,59
9009,68
9010,69
9011,27
9012,73
9013,63
9014,47
9015,58
9016,68
9017,42
9018,50
9019,51
9020,65
9021,73
9022,59
9023,62
9024,58
9025,15
9026,75
9027,75
9028,48
9029,57
9030,50
9031,65
9032,57
9033,39
9034,70
9035,57
9036,50
9037,73
9038,18
9039,62
9040,68
9041,69
9042,53
9043,52
9044,54
9045,34
9046,18
9047,56
9048,55
9049,72
9050,38
9051,58
9052,71
9053,55
9054,67
9055,76
9056,62
9057,68
9058,65
9059,81
9060,29
9061,67
9062,34
9063,51
9064,62
9065,91
9066,70
9067,69
9068,74
9069,74
9070,61
9071,66
9072,15
9073,60
9074,38
9075,65
9076,71
9077,48
9078,48
9079,26
9080,69
9081,75
9082,52
9083,39
9084,55
9085,20
9086,76
9087,69
9088,65
9089,59
9090,66
9091,60
9092,61
9093,75
9094,19
9095,32
9096,31
9097,45
9098,30
9099,70
9100,50
9101,73
9102,58
9103,70
9104,64
9105,33
9106,38
9107,61
9108,30
9109,70
9110,68
9111,31
9112,60
9113,76
9114,48
9115,70
9116,54
9117,62
9118,40
9119,67
9120,42
9121,61
9122,61
9123,27
9124,59
9125,66
9126,69
9127,50
9128,70
9129,70
9130,53
9131,65
9132,53
9133,70
9134,29
9135,39
9136,69
9137,38
9138,64
9139,47
9140,62
9141,55
9142,56
9143,61
9144,66
9145,27
9146,43
9147,74
9148,57
9149,45
9150,67
9151,69
9152,68
9153,39
9154,69
9155,64
9156,55
9157,47
9158,67
9159,70
9160,63
9161,41
9162,61
9163,34
9164,38
9165,32
9166,64
9167,38
9168,66
9169,58
9170,71
9171,40
9172,49
9173,50
9174,62
9175,65
9176,63
9177,58
9178,73
9179,51
9180,51
9181,58
9182,58
9183,63
9184,33
9185,59
9186,69
9187,54
9188,27
9189,61
9190,79
9191,68
9192,71
9193,54
9194,29
9195,79
9196,35
9197,53
9198,49
9199,69
9200,30
9201,63
9202,46
9203,73
9204,70
9205,65
9206,67
9207,38
9208,68
9209,43
9210,46
9211,69
9212,85
9213,60
9214,72
9215,76
9216,54
9217,57
9218,47
9219,84
9220,56
9221,57
9222,66
9223,61
9224,39
9225,79
9226,29
9227,67
9228,60
9229,35
9230,28
9231,28
9232,64
9233,66
9234,86
9235,73
9236,63
9237,48
9238,34
9239,70
9240,52
9241,33
9242,20
9243,68
9244,65
9245,51
9246,62
9247,72
9248,82
9249,37
9250,64
9251,51
9252,68
9253,70
9254,31
9255,19
9256,40
9257,44
9258,74
9259,27
9260,79
9261,75
9262,54
9263,76
9264,44
9265,70
9266,19
9267,63
9268,58
9269,40
9270,78
9271,33
9272,52
9273,29
9274,61
9275,70
9276,78
9277,67
9278,76
9279,52
9280,80
9281,49
9282,49
9283,24
9284,76
9285,60
9286,25
9287,69
9288,51
9289,45
9290,58
9291,50
9292,66
9293,74
9294,60
9295,43
9296,75
9297,73
9298,67
9299,64
9300,23
9301,63
9302,47
9303,55
9304,75
9305,60
9306,58
9307,49
9308,24
9309,70
9310,55
9311,63
9312,45
9313,64
9314,41
9315,70
9316,23
9317,39
9318,66
9319,63
9320,77
9321,53
9322,58
9323,82
9324,81
9325,60
9326,55
9327,52
9328,68
9329,44
9330,57
9331,78
9332,43
9333,43
9334,59
9335,55
9336,80
9337,59
9338,25
9339,62
9340,79
9341,74
9342,65
9343,69
9344,73
9345,53
9346,68
9347,65
9348,55
9349,41
9350,69
9351,38
9352,48
9353,71
9354,61
9355,66
9356,41
9357,35
9358,65
9359,58
9360,66
9361,65
9362,36
9363,61
9364,66
9365,65
9366,33
9367,25
9368,71
9369,64
9370,71
9371,33
9372,69
9373,21
9374,66
9375,56
9376,66
9377,58
9378,16
9379,66
9380,79
9381,80
9382,58
9383,48
9384,48
9385,77
9386,69
9387,40
9388,26
9389,26
9390,48
9391,50
9392,23
9393,72
9394,72
9395,65
9396,60
9397,46
9398,60
9399,31
9400,59
9401,64
9402,65
9403,77
9404,59
9405,53
9406,64
9407,66
9408,74
9409,54
9410,71
9411,65
9412,35
9413,60
9414,58
9415,28
9416,60
9417,51
9418,53
9419,52
9420,62
9421,29
9422,58
9423,65
9424,68
9425,65
9426,35
9427,68
9428,44
9429,64
9430,41
9431,65
9432,34
9433,75
9434,66
9435,66
9436,69
9437,69
9438,56
9439,33
9440,70
9441,59
9442,60
9443,55
9444,69
9445,61
9446,46
9447,49
9448,23
9449,70
9450,19
9451,48
9452,58
9453,61
9454,65
9455,56
9456,64
9457,80
9458,67
9459,56
9460,34
9461,45
9462,55
9463,82
9464,59
9465,56
9466,52
9467,70
9468,56
9469,38
9470,51
9471,53
9472,26
9473,34
9474,62
9475,54
9476,71
9477,48
9478,66
9479,44
9480,58
9481,72
9482,23
9483,55
9484,53
9485,20
9486,20
9487,73
9488,75
9489,65
9490,63
9491,56
9492,26
9493,85
9494,59
9495,61
9496,18
9497,64
9498,61
9499,81
9500,65
9501,74
9502,62
9503,56
9504,58
9505,19
9506,23
9507,68
9508,54
9509,67
9510,64
9511,25
9512,61
9513,72
9514,41
9515,71
9516,49
9517,60
9518,67
9519,33
9520,65
9521,49
9522,64
9523,50
9524,49
9525,55
9526,54
9527,37
9528,66
9529,23
9530,56
9531,73
9532,35
9533,55
9534,52
9535,67
9536,78
9537,78
9538,64
9539,88
9540,75
9541,62
9542,45
9543,47
9544,63
9545,33
9546,65
9547,65
9548,41
9549,76
9550,69
9551,43
9552,46
9553,53
9554,43
9555,71
9556,75
9557,65
9558,68
9559,71
9560,51
9561,23
9562,38
9563,45
9564,57
9565,58
9566,68
9567,30
9568,68
9569,61
9570,49
9571,54
9572,58
9573,68
9574,55
9575,58
9576,60
9577,51
9578,65
9579,30
9580,73
9581,70
9582,40
9583,70
9584,51
9585,65
9586,56
9587,53
9588,53
9589,16
9590,72
9591,62
9592,62
9593,42
9594,71
9595,63
9596,48
9597,70
9598,72
9599,69
9600,68
9601,42
9602,68
9603,64
9604,63
9605,78
9606,72
9607,60
9608,68
9609,78
9610,71
9611,72
9612,66
9613,61
9614,66
9615,58
9616,24
9617,54
9618,65
9619,63
9620,61
9621,74
9622,72
9623,63
9624,71
9625,54
9626,64
9627,57
9628,51
9629,51
9630,65
9631,39
9632,54
9633,62
9634,50
9635,74
9636,25
9637,44
9638,30
9639,30
9640,68
9641,68
9642,66
9643,63
9644,60
9645,48
9646,83
9647,49
9648,66
9649,77
9650,59
9651,77
9652,68
9653,68
9654,51
9655,63
9656,22
9657,73
9658,31
9659,69
9660,64
9661,30
9662,69
9663,68
9664,62
9665,51
9666,40
9667,67
9668,31
9669,49
9670,59
9671,26
9672,62
9673,68
9674,68
9675,22
9676,38
9677,32
9678,71
9679,65
9680,65
9681,42
9682,39
9683,67
9684,24
9685,72
9686,25
9687,53
9688,78
9689,21
9690,21
9691,85
9692,26
9693,56
9694,61
9695,71
9696,67
9697,57
9698,70
9699,71
9700,68
9701,23
9702,76
9703,57
9704,75
9705,61
9706,58
9707,74
9708,74
9709,49
9710,69
9711,32
9712,52
9713,65
9714,34
9715,41
9716,67
9717,59
9718,73
9719,44
9720,66
9721,72
9722,55
9723,51
9724,75
9725,65
9726,86
9727,75
9728,94
9729,22
9730,71
9731,33
9732,65
9733,71
9734,66
9735,66
9736,69
9737,36
9738,79
9739,59
9740,66
9741,66
9742,38
9743,74
9744,65
9745,72
9746,63
9747,69
9748,71
9749,38
9750,61
9751,65
9752,65
9753,57
9754,60
9755,60
9756,78
9757,48
9758,62
9759,54
9760,80
9761,33
9762,56
9763,21
9764,73
9765,64
9766,79
9767,21
9768,35
9769,59
9770,75
9771,57
9772,63
9773,69
9774,38
9775,65
9776,27
9777,69
9778,70
9779,16
9780,57
9781,49
9782,57
9783,78
9784,60
9785,70
9786,28
9787,65
9788,39
9789,38
9790,67
9791,39
9792,39
9793,72
9794,72
9795,68
9796,78
9797,55
9798,64
9799,62
9800,66
9801,60
9802,62
9803,71
9804,31
9805,65
9806,57
9807,61
9808,69
9809,75
9810,72
9811,64
9812,70
9813,69
9814,65
9815,51
9816,78
9817,23
9818,61
9819,64
9820,73
9821,50
9822,55
9823,57
9824,76
9825,75
9826,43
9827,29
9828,63
9829,19
9830,48
9831,65
9832,51
9833,39
9834,67
9835,49
9836,64
9837,60
9838,27
9839,51
9840,72
9841,65
9842,33
9843,33
9844,24
9845,68
9846,48
9847,56
9848,58
9849,49
9850,68
9851,74
9852,70
9853,75
9854,64
9855,34
9856,62
9857,40
9858,57
9859,59
9860,68
9861,49
9862,41
9863,72
9864,47
9865,64
9866,68
9867,81
9868,39
9869,63
9870,51
9871,19
9872,65
9873,32
9874,64
9875,45
9876,51
9877,54
9878,62
9879,68
9880,67
9881,72
9882,55
9883,53
9884,34
9885,50
9886,66
9887,45
9888,70
9889,71
9890,36
9891,42
9892,62
9893,65
9894,65
9895,83
9896,55
9897,68
9898,52
9899,67
9900,59
9901,64
9902,62
9903,70
9904,75
9905,66
9906,58
9907,35
9908,69
9909,68
9910,66
9911,66
9912,46
9913,65
9914,25
9915,68
9916,61
9917,38
9918,26
9919,62
9920,69
9921,52
9922,59
9923,61
9924,62
9925,73
9926,76
9927,49
9928,19
9929,34
9930,50
9931,66
9932,66
9933,40
9934,56
9935,70
9936,46
9937,31
9938,30
9939,73
9940,75
9941,83
9942,69
9943,60
9944,17
9945,17
9946,58
9947,50
9948,40
9949,46
9950,49
9951,61
9952,65
9953,33
9954,70
9955,48
9956,72
9957,67
9958,64
9959,17
9960,37
9961,65
9962,53
9963,64
9964,58
9965,64
9966,65
9967,64
9968,80
9969,71
9970,55
9971,67
9972,54
9973,31
9974,36
9975,75
9976,25
9977,66
9978,76
9979,60
9980,78
9981,31
9982,42
9983,50
9984,75
9985,72
9986,85
9987,86
9988,49
9989,72
9990,58
9991,70
9992,45
9993,85
9994,45
9995,70
9996,70
9997,64
9998,28
9999,76
10000,74
10001,69
10002,64
10003,75
10004,55
10005,69
10006,68
10007,75
10008,62
10009,45
10010,69
10011,31
10012,31
10013,56
10014,71
10015,19
10016,59
10017,69
10018,67
10019,59
10020,64
10021,75
10022,76
10023,33
10024,79
10025,76
10026,30
10027,27
10028,71
10029,56
10030,48
10031,56
10032,53
10033,68
10034,44
10035,71
10036,78
10037,68
10038,56
10039,69
10040,67
10041,60
10042,64
10043,72
10044,42
10045,62
10046,38
10047,38
10048,80
10049,40
10050,72
10051,66
10052,59
10053,68
10054,57
10055,30
10056,49
10057,69
10058,70
10059,46
10060,48
10061,69
10062,70
10063,22
10064,72
10065,68
10066,65
10067,71
10068,71
10069,65
10070,75
10071,60
10072,55
10073,72
10074,49
10075,59
10076,79
10077,73
10078,42
10079,45
10080,55
10081,32
10082,63
10083,70
10084,71
10085,70
10086,75
10087,61
10088,21
10089,67
10090,36
10091,77
10092,68
10093,75
10094,67
10095,43
10096,92
10097,54
10098,54
10099,55
10100,54
10101,63
10102,76
10103,35
10104,17
10105,58
10106,31
10107,66
10108,66
10109,44
10110,82
10111,60
10112,53
10113,40
10114,45
10115,42
10116,62
10117,48
10118,55
10119,68
10120,26
10121,55
10122,26
10123,51
10124,24
10125,41
10126,56
10127,61
10128,55
10129,74
10130,38
10131,55
10132,68
10133,72
10134,62
10135,16
10136,22
10137,33
10138,66
10139,65
10140,38
10141,84
10142,64
10143,58
10144,60
10145,33
10146,62
10147,42
10148,59
10149,59
10150,64
10151,33
10152,82
10153,58
10154,26
10155,26
10156,56
10157,51
10158,72
10159,70
10160,60
10161,74
10162,31
10163,70
10164,25
10165,58
10166,67
10167,48
10168,40
10169,58
10170,38
10171,61
10172,50
10173,61
10174,56
10175,59
10176,76
10177,61
10178,60
10179,68
10180,52
10181,72
10182,55
10183,58
10184,60
10185,51
10186,84
10187,63
10188,56
10189,32
10190,68
10191,74
10192,68
10193,50
10194,28
10195,60
10196,35
10197,70
10198,57
10199,65
10200,65
10201,34
10202,64
10203,65
10204,64
10205,64
10206,71
10207,25
10208,47
10209,24
10210,42
10211,61
10212,68
10213,54
10214,66
10215,74
10216,55
10217,41
10218,57
10219,57
10220,57
10221,84
10222,45
10223,30
10224,50
10225,50
10226,63
10227,55
10228,68
10229,46
10230,78
10231,22
10232,36
10233,50
10234,38
10235,56
10236,42
10237,63
10238,68
10239,68
10240,67
10241,38
10242,80
10243,67
10244,77
10245,77
10246,63
10247,41
10248,48
10249,71
10250,91
10251,91
10252,65
10253,36
10254,68
10255,51
10256,68
10257,69
10258,34
10259,47
10260,64
10261,32
10262,65
10263,54
10264,79
10265,69
10266,56
10267,32
10268,17
10269,67
10270,17
10271,52
10272,72
10273,67
10274,48
10275,52
10276,55
10277,74
10278,76
10279,44
10280,40
10281,55
10282,22
10283,57
10284,80
10285,67
10286,58
10287,47
10288,38
10289,72
10290,68
10291,65
10292,61
10293,41
10294,57
10295,47
10296,59
10297,35
10298,36
10299,35
10300,77
10301,65
10302,65
10303,61
10304,31
10305,48
10306,66
10307,55
10308,42
10309,27
10310,69
10311,21
10312,54
10313,61
10314,60
10315,23
10316,58
10317,63
10318,46
10319,45
10320,61
10321,56
10322,29
10323,84
10324,64
10325,59
10326,71
10327,54
10328,37
10329,41
10330,66
10331,25
10332,59
10333,19
10334,49
10335,63
10336,63
10337,24
10338,59
10339,53
10340,58
10341,64
10342,61
10343,68
10344,29
10345,38
10346,76
10347,82
10348,67
10349,73
10350,65
10351,74
10352,75
10353,75
10354,48
10355,59
10356,63
10357,63
10358,59
10359,84
10360,29
10361,76
10362,84
10363,40
10364,84
10365,26
10366,51
10367,64
10368,62
10369,59
10370,68
10371,59
10372,50
10373,25
10374,69
10375,43
10376,55
10377,66
10378,30
10379,63
10380,77
10381,79
10382,65
10383,22
10384,46
10385,43
10386,63
10387,40
10388,81
10389,65
10390,72
10391,73
10392,73
10393,73
10394,59
10395,58
10396,70
10397,65
10398,49
10399,69
10400,28
10401,74
10402,55
10403,17
10404,17
10405,24
10406,53
10407,59
10408,21
10409,63
10410,32
10411,48
10412,77
10413,64
10414,60
10415,17
10416,63
10417,51
10418,68
10419,32
10420,67
10421,55
10422,42
10423,76
10424,67
10425,31
10426,72
10427,68
10428,89
10429,51
10430,59
10431,59
10432,63
10433,69
10434,41
10435,70
10436,25
10437,66
10438,48
10439,71
10440,67
10441,88
10442,52
10443,65
10444,64
10445,58
10446,53
10447,54
10448,81
10449,44
10450,53
10451,60
10452,55
10453,53
10454,64
10455,64
10456,19
10457,27
10458,55
10459,32
10460,56
10461,66
10462,38
10463,82
10464,51
10465,72
10466,72
10467,34
10468,77
10469,67
10470,66
10471,40
10472,33
10473,76
10474,33
10475,65
10476,52
10477,66
10478,12
10479,26
10480,59
10481,56
10482,63
10483,70
10484,44
10485,27
10486,59
10487,35
10488,40
10489,29
10490,27
10491,60
10492,75
10493,23
10494,54
10495,63
10496,58
10497,46
10498,66
10499,23
10500,42
10501,56
10502,55
10503,87
10504,66
10505,63
10506,63
10507,69
10508,29
10509,65
10510,58
10511,16
10512,76
10513,73
10514,60
10515,42
10516,68
10517,45
10518,63
10519,74
10520,72
10521,71
10522,44
10523,58
10524,62
10525,69
10526,22
10527,65
10528,66
10529,48
10530,31
10531,71
10532,19
10533,65
10534,24
10535,59
10536,73
10537,34
10538,44
10539,61
10540,60
10541,60
10542,60
10543,56
10544,59
10545,23
10546,61
10547,60
10548,33
10549,74
10550,60
10551,72
10552,50
10553,31
10554,64
10555,74
10556,56
10557,56
10558,61
10559,75
10560,55
10561,59
10562,58
10563,55
10564,64
10565,22
10566,59
10567,58
10568,41
10569,28
10570,39
10571,54
10572,70
10573,50
10574,62
10575,55
10576,60
10577,81
10578,18
10579,78
10580,62
10581,54
10582,70
10583,56
10584,61
10585,49
10586,59
10587,49
10588,63
10589,68
10590,61
10591,71
10592,34
10593,56
10594,60
10595,30
10596,53
10597,57
10598,48
10599,71
10600,63
10601,56
10602,25
10603,16
10604,63
10605,72
10606,33
10607,33
10608,33
10609,81
10610,56
10611,70
10612,90
10613,42
10614,57
10615,53
10616,72
10617,41
10618,59
10619,51
10620,84
10621,51
10622,58
10623,64
10624,71
10625,45
10626,67
10627,70
10628,35
10629,70
10630,72
10631,66
10632,78
10633,65
10634,75
10635,64
10636,70
10637,62
10638,52
10639,74
10640,40
10641,53
10642,39
10643,53
10644,55
10645,60
10646,67
10647,62
10648,21
10649,33
10650,43
10651,66
10652,36
10653,39
10654,26
10655,36
10656,71
10657,28
10658,54
10659,54
10660,78
10661,20
10662,66
10663,57
10664,41
10665,70
10666,30
10667,74
10668,68
10669,64
10670,61
10671,27
10672,40
10673,61
10674,77
10675,77
10676,45
10677,73
10678,63
10679,62
10680,60
10681,62
10682,58
10683,67
10684,45
10685,48
10686,49
10687,67
10688,64
10689,60
10690,55
10691,23
10692,47
10693,27
10694,68
10695,32
10696,34
10697,67
10698,60
10699,50
10700,48
10701,49
10702,84
10703,41
10704,57
10705,69
10706,35
10707,57
10708,55
10709,59
10710,59
10711,61
10712,64
10713,70
10714,43
10715,71
10716,85
10717,27
10718,53
10719,45
10720,35
10721,35
10722,25
10723,34
10724,61
10725,59
10726,53
10727,72
10728,21
10729,68
10730,59
10731,44
10732,56
10733,58
10734,34
10735,59
10736,55
10737,29
10738,61
10739,57
10740,23
10741,61
10742,83
10743,75
10744,64
10745,71
10746,25
10747,46
10748,68
10749,59
10750,35
10751,64
10752,45
10753,53
10754,31
10755,69
10756,48
10757,55
10758,28
10759,68
10760,65
10761,65
10762,65
10763,53
10764,66
10765,42
10766,65
10767,59
10768,73
10769,19
10770,63
10771,70
10772,53
10773,82
10774,81
10775,59
10776,53
10777,80
10778,47
10779,50
10780,45
10781,74
10782,26
10783,32
10784,21
10785,39
10786,50
10787,52
10788,45
10789,63
10790,67
10791,54
10792,66
10793,72
10794,68
10795,62
10796,61
10797,62
10798,45
10799,62
10800,61
10801,83
10802,29
10803,69
10804,21
10805,50
10806,64
10807,49
10808,32
10809,55
10810,52
10811,67
10812,67
10813,70
10814,73
10815,46
10816,70
10817,81
10818,67
10819,57
10820,65
10821,37
10822,44
10823,59
10824,53
10825,22
10826,54
10827,75
10828,55
10829,54
10830,60
10831,55
10832,53
10833,72
10834,50
10835,74
10836,60
10837,73
10838,64
10839,67
10840,55
10841,62
10842,50
10843,65
10844,40
10845,35
10846,63
10847,65
10848,75
10849,30
10850,63
10851,75
10852,35
10853,66
10854,85
10855,49
10856,68
10857,59
10858,36
10859,64
10860,60
10861,49
10862,64
10863,64
10864,49
10865,68
10866,80
10867,73
10868,69
10869,67
10870,78
10871,34
10872,65
10873,67
10874,55
10875,60
10876,62
10877,68
10878,75
10879,67
10880,60
10881,65
10882,39
10883,55
10884,44
10885,65
10886,24
10887,50
10888,20
10889,54
10890,51
10891,39
10892,62
10893,63
10894,60
10895,87
10896,55
10897,74
10898,17
10899,66
10900,66
10901,57
10902,22
10903,60
10904,71
10905,80
10906,64
10907,80
10908,69
10909,30
10910,60
10911,44
10912,75
10913,66
10914,66
10915,47
10916,66
10917,39
10918,42
10919,72
10920,52
10921,85
10922,56
10923,70
10924,55
10925,43
10926,62
10927,69
10928,43
10929,69
10930,55
10931,70
10932,61
10933,30
10934,60
10935,49
10936,64
10937,62
10938,62
10939,24
10940,64
10941,77
10942,48
10943,62
10944,70
10945,45
10946,60
10947,39
10948,63
10949,70
10950,41
10951,67
10952,45
10953,73
10954,59
10955,53
10956,74
10957,31
10958,66
10959,37
10960,58
10961,69
10962,58
10963,31
10964,82
10965,82
10966,51
10967,58
10968,56
10969,23
10970,65
10971,61
10972,51
10973,74
10974,45
10975,79
10976,39
10977,67
10978,59
10979,64
10980,67
10981,27
10982,49
10983,87
10984,44
10985,78
10986,64
10987,34
10988,55
10989,61
10990,66
10991,50
10992,73
10993,55
10994,66
10995,62
10996,69
10997,64
10998,84
10999,18
11000,59
11001,69
11002,78
11003,66
11004,43
11005,72
11006,28
11007,31
11008,73
11009,48
11010,58
11011,71
11012,34
11013,55
11014,54
11015,48
11016,48
11017,42
11018,67
11019,52
11020,75
11021,48
11022,19
11023,80
11024,63
11025,50
11026,89
11027,60
11028,72
11029,50
11030,70
11031,57
11032,42
11033,59
11034,35
11035,75
11036,67
11037,89
11038,61
11039,22
11040,50
11041,42
11042,57
11043,66
11044,80
11045,57
11046,67
11047,36
11048,74
11049,72
11050,64
11051,64
11052,30
11053,40
11054,60
11055,46
11056,71
11057,60
11058,58
11059,41
11060,64
11061,72
11062,68
11063,47
11064,61
11065,19
11066,43
11067,43
11068,65
11069,63
11070,70
11071,55
11072,32
11073,55
11074,49
11075,21
11076,63
11077,26
11078,68
11079,69
11080,58
11081,62
11082,61
11083,27
11084,68
11085,72
11086,31
11087,37
11088,63
11089,75
11090,44
11091,59
11092,67
11093,58
11094,39
11095,51
11096,23
11097,63
11098,16
11099,67
11100,62
11101,33
11102,44
11103,55
11104,68
11105,55
11106,20
11107,44
11108,58
11109,60
11110,51
11111,24
11112,59
11113,56
11114,54
11115,35
11116,58
11117,42
11118,42
11119,72
11120,23
11121,56
11122,75
11123,70
11124,79
11125,71
11126,19
11127,44
11128,45
11129,60
11130,66
11131,65
11132,34
11133,75
11134,23
11135,68
11136,45
11137,29
11138,65
11139,60
11140,45
11141,62
11142,81
11143,33
11144,64
11145,47
11146,43
11147,42
11148,40
11149,64
11150,79
11151,23
11152,52
11153,69
11154,39
11155,40
11156,50
11157,61
11158,51
11159,65
11160,68
11161,49
11162,71
11163,68
11164,57
11165,27
11166,44
11167,71
11168,30
11169,30
11170,72
11171,48
11172,65
11173,63
11174,70
11175,47
11176,55
11177,65
11178,60
11179,68
11180,67
11181,73
11182,32
11183,70
11184,87
11185,24
11186,46
11187,39
11188,31
11189,66
11190,42
11191,67
11192,25
11193,79
11194,59
11195,61
11196,17
11197,70
11198,56
11199,70
11200,65
11201,53
11202,54
11203,51
11204,37
11205,59
11206,69
11207,27
11208,26
11209,76
11210,56
11211,21
11212,37
11213,68
11214,51
11215,50
11216,70
11217,64
11218,66
11219,43
11220,43
11221,43
11222,72
11223,61
11224,72
11225,40
11226,70
11227,67
11228,29
11229,60
11230,47
11231,57
11232,68
11233,67
11234,54
11235,62
11236,60
11237,66
11238,59
11239,70
11240,42
11241,55
11242,71
11243,70
11244,56
11245,51
11246,64
11247,53
11248,16
11249,54
11250,61
11251,63
11252,55
11253,53
11254,66
11255,67
11256,55
11257,52
11258,28
11259,55
11260,58
11261,57
11262,80
11263,54
11264,59
11265,35
11266,55
11267,66
11268,70
11269,63
11270,45
11271,45
11272,68
11273,37
11274,47
11275,52
11276,57
11277,58
11278,49
11279,21
11280,61
11281,43
11282,66
11283,58
11284,25
11285,60
11286,79
11287,22
11288,23
11289,84
11290,43
11291,52
11292,60
11293,24
11294,42
11295,65
11296,47
11297,54
11298,43
11299,23
11300,74
11301,67
11302,35
11303,70
11304,64
11305,54
11306,31
11307,30
11308,43
11309,67
11310,55
11311,57
11312,66
11313,34
11314,78
11315,68
11316,58
11317,67
11318,68
11319,84
11320,86
11321,67
11322,67
11323,71
11324,65
11325,25
11326,53
11327,65
11328,64
11329,45
11330,68
11331,40
11332,21
11333,66
11334,41
11335,32
11336,63
11337,34
11338,40
11339,24
11340,53
11341,60
11342,72
11343,48
11344,69
11345,72
11346,74
11347,60
11348,48
11349,63
11350,31
11351,65
11352,41
11353,62
11354,66
11355,79
11356,37
11357,47
11358,72
11359,42
11360,76
11361,28
11362,62
11363,26
11364,16
11365,62
11366,25
11367,70
11368,62
11369,65
11370,24
11371,16
11372,60
11373,60
11374,72
11375,64
11376,55
11377,45
11378,51
11379,63
11380,58
11381,57
11382,69
11383,46
11384,75
11385,52
11386,43
11387,70
11388,53
11389,63
11390,52
