,Agility
8596,62
8597,75
8598,91
8599,62
8600,64
8601,61
8602,78
8603,36
8604,73
8605,70
8606,71
8607,76
8608,50
8609,71
8610,59
8611,82
8612,69
8613,66
8614,65
8615,76
8616,34
8617,73
8618,38
8619,38
8620,79
8621,66
8622,84
8623,68
8624,87
8625,78
8626,51
8627,36
8628,75
8629,80
8630,62
8631,69
8632,76
8633,76
8634,65
8635,58
8636,69
8637,79
8638,61
8639,34
8640,64
8641,58
8642,27
8643,71
8644,71
8645,32
8646,50
8647,51
8648,59
8649,71
8650,79
8651,64
8652,67
8653,77
8654,72
8655,54
8656,85
8657,52
8658,68
8659,68
8660,48
8661,67
8662,32
8663,39
8664,38
8665,57
8666,72
8667,75
8668,64
8669,71
8670,71
8671,48
8672,73
8673,66
8674,42
8675,53
8676,62
8677,45
8678,46
8679,68
8680,78
8681,73
8682,57
8683,52
8684,66
8685,69
8686,62
8687,49
8688,63
8689,79
8690,70
8691,76
8692,80
8693,51
8694,67
8695,71
8696,49
8697,56
8698,69
8699,91
8700,61
8701,58
8702,66
8703,79
8704,62
8705,80
8706,70
8707,63
8708,52
8709,49
8710,62
8711,85
8712,68
8713,70
8714,65
8715,69
8716,65
8717,61
8718,66
8719,48
8720,58
8721,58
8722,42
8723,46
8724,71
8725,74
8726,55
8727,64
8728,59
8729,75
8730,74
8731,58
8732,80
8733,30
8734,73
8735,64
8736,47
8737,59
8738,78
8739,85
8740,71
8741,72
8742,78
8743,73
8744,83
8745,36
8746,73
8747,70
8748,81
8749,55
8750,73
8751,55
8752,74
8753,68
8754,75
8755,73
8756,64
8757,67
8758,80
8759,72
8760,82
8761,72
8762,53
8763,60
8764,77
8765,64
8766,58
8767,76
8768,83
8769,60
8770,75
8771,73
8772,73
8773,73
8774,75
8775,58
8776,72
8777,41
8778,70
8779,73
8780,76
8781,61
8782,61
8783,46
8784,67
8785,69
8786,63
8787,80
8788,79
8789,79
8790,67
8791,74
8792,78
8793,62
8794,59
8795,42
8796,59
8797,65
8798,75
8799,58
8800,75
8801,40
8802,75
8803,46
8804,70
8805,61
8806,62
8807,65
8808,50
8809,72
8810,77
8811,57
8812,53
8813,75
8814,55
8815,69
8816,87
8817,71
8818,74
8819,75
8820,64
8821,49
8822,65
8823,65
8824,72
8825,72
8826,81
8827,81
8828,64
8829,39
8830,71
8831,75
8832,48
8833,66
8834,75
8835,67
8836,64
8837,36
8838,56
8839,48
8840,56
8841,62
8842,55
8843,57
8844,68
8845,74
8846,66
8847,72
8848,72
8849,80
8850,64
8851,60
8852,75
8853,74
8854,47
8855,86
8856,39
8857,72
8858,71
8859,72
8860,82
8861,65
8862,54
8863,67
8864,90
8865,68
8866,60
8867,51
8868,45
8869,67
8870,76
8871,85
8872,78
8873,74
8874,74
8875,50
8876,61
8877,71
8878,79
8879,69
8880,61
8881,63
8882,77
8883,64
8884,35
8885,70
8886,44
8887,76
8888,62
8889,48
8890,82
8891,62
8892,72
8893,34
8894,28
8895,63
8896,74
8897,62
8898,77
8899,73
8900,75
8901,50
8902,59
8903,44
8904,81
8905,79
8906,72
8907,79
8908,34
8909,68
8910,62
8911,75
8912,62
8913,59
8914,29
8915,63
8916,75
8917,48
8918,33
8919,55
8920,70
8921,38
8922,51
8923,47
8924,75
8925,75
8926,76
8927,63
8928,64
8929,71
8930,67
8931,62
8932,76
8933,59
8934,53
8935,51
8936,49
8937,67
8938,77
8939,72
8940,69
8941,49
8942,56
8943,74
8944,63
8945,49
8946,83
8947,70
8948,56
8949,49
8950,67
8951,81
8952,61
8953,67
8954,59
8955,41
8956,67
8957,64
8958,62
8959,58
8960,57
8961,65
8962,75
8963,84
8964,52
8965,73
8966,74
8967,59
8968,77
8969,62
8970,54
8971,66
8972,60
8973,74
8974,34
8975,73
8976,73
8977,81
8978,66
8979,36
8980,84
8981,81
8982,65
8983,70
8984,70
8985,69
8986,48
8987,39
8988,70
8989,46
8990,78
8991,28
8992,76
8993,74
8994,64
8995,37
8996,76
8997,53
8998,55
8999,65
9000,79
9001,62
9002,78
9003,67
9004,65
9005,51
9006,72
9007,74
9008,74
9009,66
9010,74
9011,59
9012,70
9013,58
9014,63
9015,30
9016,43
9017,75
9018,43
9019,74
9020,65
9021,55
9022,68
9023,68
9024,63
9025,39
9026,87
9027,87
9028,60
9029,67
9030,72
9031,59
9032,68
9033,82
9034,65
9035,72
9036,84
9037,70
9038,91
9039,87
9040,68
9041,53
9042,66
9043,73
9044,82
9045,62
9046,69
9047,71
9048,68
9049,62
9050,80
9051,69
9052,38
9053,77
9054,73
9055,70
9056,66
9057,69
9058,54
9059,73
9060,33
9061,67
9062,40
9063,77
9064,71
9065,64
9066,64
9067,73
9068,65
9069,80
9070,84
9071,36
9072,39
9073,66
9074,83
9075,76
9076,59
9077,75
9078,75
9079,69
9080,85
9081,70
9082,71
9083,65
9084,59
9085,36
9086,68
9087,61
9088,31
9089,61
9090,79
9091,40
9092,79
9093,58
9094,75
9095,79
9096,47
9097,80
9098,55
9099,66
9100,66
9101,60
9102,66
9103,66
9104,76
9105,63
9106,77
9107,77
9108,69
9109,68
9110,71
9111,66
9112,80
9113,57
9114,78
9115,72
9116,69
9117,32
9118,74
9119,70
9120,72
9121,63
9122,77
9123,38
9124,80
9125,73
9126,66
9127,62
9128,71
9129,71
9130,71
9131,56
9132,54
9133,65
9134,73
9135,27
9136,71
9137,40
9138,60
9139,75
9140,57
9141,57
9142,68
9143,64
9144,60
9145,58
9146,93
9147,68
9148,82
9149,89
9150,65
9151,58
9152,64
9153,78
9154,77
9155,75
9156,70
9157,90
9158,75
9159,77
9160,77
9161,24
9162,56
9163,50
9164,79
9165,73
9166,76
9167,68
9168,74
9169,82
9170,60
9171,80
9172,86
9173,58
9174,76
9175,69
9176,61
9177,68
9178,63
9179,67
9180,67
9181,72
9182,83
9183,46
9184,73
9185,75
9186,43
9187,65
9188,43
9189,39
9190,52
9191,64
9192,65
9193,80
9194,41
9195,65
9196,38
9197,73
9198,79
9199,73
9200,79
9201,69
9202,72
9203,59
9204,68
9205,64
9206,73
9207,62
9208,70
9209,75
9210,69
9211,69
9212,57
9213,63
9214,56
9215,47
9216,82
9217,75
9218,89
9219,85
9220,72
9221,71
9222,65
9223,61
9224,61
9225,44
9226,59
9227,65
9228,87
9229,63
9230,78
9231,78
9232,61
9233,77
9234,62
9235,56
9236,57
9237,78
9238,48
9239,68
9240,90
9241,70
9242,29
9243,56
9244,80
9245,67
9246,65
9247,60
9248,60
9249,57
9250,84
9251,50
9252,59
9253,57
9254,64
9255,56
9256,74
9257,68
9258,47
9259,70
9260,72
9261,62
9262,62
9263,76
9264,72
9265,70
9266,32
9267,61
9268,62
9269,58
9270,67
9271,68
9272,74
9273,69
9274,71
9275,67
9276,58
9277,62
9278,70
9279,73
9280,71
9281,83
9282,83
9283,34
9284,68
9285,60
9286,33
9287,68
9288,68
9289,82
9290,77
9291,48
9292,58
9293,68
9294,42
9295,73
9296,45
9297,73
9298,63
9299,71
9300,34
9301,55
9302,76
9303,82
9304,53
9305,78
9306,54
9307,75
9308,45
9309,55
9310,71
9311,74
9312,67
9313,42
9314,62
9315,40
9316,69
9317,80
9318,70
9319,71
9320,60
9321,74
9322,75
9323,74
9324,70
9325,72
9326,63
9327,79
9328,55
9329,80
9330,63
9331,63
9332,79
9333,79
9334,70
9335,70
9336,59
9337,44
9338,31
9339,70
9340,70
9341,57
9342,57
9343,60
9344,63
9345,74
9346,75
9347,60
9348,81
9349,83
9350,61
9351,73
9352,80
9353,73
9354,71
9355,38
9356,81
9357,74
9358,66
9359,55
9360,82
9361,58
9362,90
9363,71
9364,74
9365,67
9366,69
9367,35
9368,63
9369,53
9370,61
9371,84
9372,79
9373,31
9374,66
9375,78
9376,79
9377,64
9378,26
9379,64
9380,66
9381,50
9382,72
9383,77
9384,77
9385,77
9386,67
9387,77
9388,71
9389,28
9390,78
9391,65
9392,37
9393,85
9394,54
9395,64
9396,69
9397,64
9398,72
9399,78
9400,71
9401,56
9402,74
9403,83
9404,66
9405,69
9406,70
9407,64
9408,69
9409,76
9410,57
9411,47
9412,69
9413,49
9414,69
9415,59
9416,86
9417,60
9418,47
9419,71
9420,60
9421,42
9422,72
9423,59
9424,64
9425,56
9426,85
9427,34
9428,63
9429,63
9430,71
9431,84
9432,30
9433,84
9434,74
9435,74
9436,49
9437,69
9438,52
9439,65
9440,60
9441,69
9442,61
9443,86
9444,65
9445,59
9446,89
9447,64
9448,42
9449,65
9450,54
9451,85
9452,63
9453,67
9454,61
9455,82
9456,81
9457,64
9458,39
9459,60
9460,91
9461,61
9462,70
9463,68
9464,56
9465,79
9466,68
9467,46
9468,56
9469,78
9470,53
9471,69
9472,39
9473,58
9474,74
9475,69
9476,42
9477,77
9478,68
9479,77
9480,58
9481,74
9482,32
9483,77
9484,63
9485,35
9486,35
9487,61
9488,73
9489,71
9490,67
9491,42
9492,53
9493,82
9494,81
9495,68
9496,38
9497,70
9498,70
9499,58
9500,59
9501,51
9502,64
9503,86
9504,72
9505,39
9506,57
9507,44
9508,63
9509,34
9510,76
9511,65
9512,73
9513,68
9514,78
9515,58
9516,82
9517,63
9518,60
9519,56
9520,62
9521,84
9522,65
9523,76
9524,80
9525,68
9526,57
9527,81
9528,41
9529,38
9530,77
9531,66
9532,79
9533,58
9534,78
9535,51
9536,77
9537,77
9538,73
9539,81
9540,63
9541,69
9542,65
9543,59
9544,74
9545,67
9546,64
9547,71
9548,72
9549,72
9550,45
9551,65
9552,57
9553,75
9554,63
9555,65
9556,72
9557,80
9558,62
9559,52
9560,82
9561,30
9562,72
9563,65
9564,53
9565,56
9566,62
9567,63
9568,32
9569,77
9570,40
9571,82
9572,64
9573,75
9574,66
9575,73
9576,65
9577,72
9578,71
9579,73
9580,78
9581,56
9582,65
9583,61
9584,63
9585,64
9586,57
9587,78
9588,78
9589,36
9590,42
9591,73
9592,52
9593,66
9594,61
9595,80
9596,73
9597,84
9598,59
9599,57
9600,68
9601,67
9602,89
9603,55
9604,61
9605,73
9606,74
9607,70
9608,48
9609,55
9610,33
9611,83
9612,61
9613,73
9614,44
9615,72
9616,36
9617,71
9618,68
9619,70
9620,80
9621,67
9622,50
9623,81
9624,58
9625,73
9626,59
9627,62
9628,51
9629,78
9630,47
9631,72
9632,83
9633,84
9634,52
9635,37
9636,42
9637,69
9638,76
9639,76
9640,44
9641,53
9642,85
9643,82
9644,61
9645,60
9646,71
9647,71
9648,59
9649,72
9650,63
9651,79
9652,64
9653,56
9654,73
9655,68
9656,25
9657,66
9658,61
9659,78
9660,57
9661,78
9662,68
9663,78
9664,72
9665,52
9666,64
9667,43
9668,84
9669,78
9670,82
9671,29
9672,79
9673,70
9674,34
9675,32
9676,71
9677,56
9678,73
9679,78
9680,57
9681,78
9682,64
9683,37
9684,34
9685,48
9686,38
9687,60
9688,76
9689,52
9690,52
9691,50
9692,57
9693,72
9694,77
9695,64
9696,69
9697,65
9698,70
9699,42
9700,69
9701,37
9702,65
9703,75
9704,76
9705,46
9706,62
9707,58
9708,72
9709,80
9710,69
9711,61
9712,79
9713,52
9714,73
9715,69
9716,69
9717,81
9718,56
9719,69
9720,35
9721,50
9722,62
9723,88
9724,75
9725,62
9726,30
9727,70
9728,49
9729,72
9730,73
9731,73
9732,67
9733,67
9734,72
9735,60
9736,30
9737,65
9738,73
9739,56
9740,75
9741,75
9742,77
9743,68
9744,65
9745,62
9746,74
9747,73
9748,91
9749,66
9750,74
9751,60
9752,34
9753,71
9754,80
9755,75
9756,59
9757,72
9758,40
9759,73
9760,26
9761,66
9762,92
9763,88
9764,63
9765,67
9766,52
9767,35
9768,73
9769,63
9770,68
9771,54
9772,72
9773,73
9774,32
9775,79
9776,69
9777,39
9778,67
9779,38
9780,64
9781,63
9782,70
9783,80
9784,62
9785,64
9786,86
9787,76
9788,87
9789,76
9790,45
9791,93
9792,93
9793,69
9794,92
9795,76
9796,84
9797,59
9798,31
9799,67
9800,48
9801,78
9802,74
9803,70
9804,80
9805,74
9806,81
9807,71
9808,75
9809,41
9810,55
9811,90
9812,44
9813,75
9814,30
9815,70
9816,45
9817,59
9818,61
9819,69
9820,63
9821,67
9822,63
9823,77
9824,88
9825,49
9826,77
9827,38
9828,64
9829,33
9830,75
9831,57
9832,73
9833,76
9834,67
9835,74
9836,72
9837,76
9838,47
9839,76
9840,59
9841,61
9842,75
9843,75
9844,39
9845,60
9846,77
9847,89
9848,74
9849,70
9850,60
9851,42
9852,66
9853,63
9854,59
9855,91
9856,53
9857,74
9858,67
9859,81
9860,62
9861,69
9862,75
9863,64
9864,79
9865,35
9866,57
9867,71
9868,89
9869,74
9870,85
9871,45
9872,66
9873,65
9874,55
9875,61
9876,72
9877,70
9878,64
9879,61
9880,83
9881,68
9882,80
9883,50
9884,73
9885,64
9886,82
9887,79
9888,57
9889,74
9890,91
9891,61
9892,55
9893,51
9894,51
9895,79
9896,57
9897,44
9898,52
9899,64
9900,70
9901,61
9902,70
9903,62
9904,73
9905,65
9906,73
9907,68
9908,58
9909,76
9910,37
9911,70
9912,81
9913,68
9914,40
9915,64
9916,80
9917,58
9918,23
9919,70
9920,74
9921,79
9922,68
9923,38
9924,81
9925,73
9926,31
9927,60
9928,67
9929,83
9930,70
9931,69
9932,69
9933,68
9934,58
9935,76
9936,61
9937,43
9938,30
9939,54
9940,82
9941,64
9942,71
9943,70
9944,56
9945,56
9946,77
9947,80
9948,28
9949,79
9950,45
9951,70
9952,74
9953,58
9954,58
9955,79
9956,81
9957,65
9958,73
9959,30
9960,72
9961,61
9962,58
9963,73
9964,58
9965,71
9966,55
9967,73
9968,73
9969,57
9970,82
9971,59
9972,44
9973,86
9974,28
9975,78
9976,46
9977,43
9978,34
9979,76
9980,57
9981,55
9982,69
9983,81
9984,70
9985,56
9986,80
9987,57
9988,72
9989,47
9990,59
9991,64
9992,71
9993,68
9994,69
9995,58
9996,58
9997,72
9998,36
9999,61
10000,65
10001,59
10002,54
10003,46
10004,70
10005,65
10006,56
10007,82
10008,42
10009,68
10010,61
10011,71
10012,52
10013,70
10014,64
10015,44
10016,62
10017,76
10018,64
10019,74
10020,67
10021,74
10022,51
10023,59
10024,79
10025,59
10026,68
10027,44
10028,66
10029,55
10030,86
10031,57
10032,90
10033,57
10034,57
10035,81
10036,72
10037,58
10038,73
10039,55
10040,46
10041,67
10042,76
10043,66
10044,60
10045,75
10046,83
10047,83
10048,68
10049,83
10050,58
10051,68
10052,64
10053,72
10054,59
10055,40
10056,74
10057,51
10058,64
10059,82
10060,58
10061,67
10062,67
10063,40
10064,41
10065,66
10066,44
10067,70
10068,67
10069,56
10070,81
10071,78
10072,82
10073,39
10074,34
10075,48
10076,65
10077,34
10078,41
10079,68
10080,76
10081,52
10082,61
10083,34
10084,76
10085,68
10086,64
10087,71
10088,38
10089,43
10090,57
10091,72
10092,57
10093,67
10094,55
10095,72
10096,58
10097,80
10098,80
10099,39
10100,58
10101,58
10102,73
10103,71
10104,35
10105,64
10106,66
10107,73
10108,70
10109,71
10110,68
10111,64
10112,68
10113,67
10114,78
10115,61
10116,69
10117,71
10118,55
10119,65
10120,79
10121,70
10122,36
10123,59
10124,61
10125,79
10126,72
10127,45
10128,83
10129,68
10130,62
10131,71
10132,73
10133,66
10134,73
10135,36
10136,39
10137,79
10138,65
10139,59
10140,91
10141,60
10142,56
10143,72
10144,81
10145,60
10146,71
10147,71
10148,65
10149,65
10150,71
10151,75
10152,80
10153,40
10154,36
10155,26
10156,70
10157,70
10158,73
10159,48
10160,52
10161,70
10162,60
10163,68
10164,34
10165,58
10166,30
10167,77
10168,65
10169,68
10170,70
10171,69
10172,68
10173,57
10174,36
10175,54
10176,48
10177,77
10178,83
10179,63
10180,76
10181,80
10182,58
10183,69
10184,86
10185,75
10186,57
10187,69
10188,84
10189,39
10190,48
10191,40
10192,60
10193,58
10194,50
10195,62
10196,78
10197,52
10198,74
10199,65
10200,65
10201,41
10202,68
10203,63
10204,51
10205,64
10206,38
10207,38
10208,71
10209,36
10210,76
10211,56
10212,74
10213,64
10214,62
10215,58
10216,58
10217,70
10218,58
10219,58
10220,31
10221,72
10222,82
10223,63
10224,69
10225,64
10226,71
10227,63
10228,66
10229,67
10230,52
10231,37
10232,70
10233,63
10234,56
10235,63
10236,76
10237,46
10238,64
10239,76
10240,87
10241,52
10242,57
10243,82
10244,52
10245,72
10246,58
10247,69
10248,62
10249,74
10250,65
10251,65
10252,71
10253,72
10254,73
10255,58
10256,66
10257,71
10258,38
10259,71
10260,46
10261,60
10262,51
10263,61
10264,74
10265,70
10266,72
10267,58
10268,37
10269,78
10270,28
10271,48
10272,68
10273,28
10274,75
10275,73
10276,54
10277,75
10278,65
10279,58
10280,45
10281,78
10282,46
10283,56
10284,40
10285,92
10286,78
10287,84
10288,59
10289,58
10290,49
10291,45
10292,86
10293,56
10294,71
10295,74
10296,69
10297,67
10298,79
10299,48
10300,48
10301,58
10302,58
10303,58
10304,35
10305,68
10306,74
10307,72
10308,72
10309,32
10310,43
10311,31
10312,51
10313,79
10314,66
10315,35
10316,64
10317,75
10318,72
10319,55
10320,63
10321,80
10322,89
10323,67
10324,73
10325,77
10326,55
10327,73
10328,50
10329,62
10330,56
10331,70
10332,73
10333,65
10334,71
10335,70
10336,28
10337,45
10338,76
10339,51
10340,69
10341,82
10342,59
10343,34
10344,88
10345,72
10346,54
10347,48
10348,63
10349,44
10350,66
10351,62
10352,77
10353,77
10354,89
10355,61
10356,52
10357,57
10358,54
10359,76
10360,85
10361,74
10362,39
10363,82
10364,49
10365,40
10366,80
10367,61
10368,50
10369,68
10370,57
10371,72
10372,75
10373,69
10374,62
10375,60
10376,67
10377,47
10378,85
10379,47
10380,59
10381,65
10382,54
10383,37
10384,78
10385,75
10386,66
10387,78
10388,64
10389,60
10390,59
10391,68
10392,35
10393,65
10394,69
10395,70
10396,43
10397,75
10398,70
10399,58
10400,36
10401,68
10402,87
10403,70
10404,70
10405,46
10406,71
10407,59
10408,29
10409,40
10410,81
10411,63
10412,56
10413,40
10414,80
10415,39
10416,65
10417,75
10418,62
10419,38
10420,67
10421,73
10422,73
10423,83
10424,66
10425,75
10426,31
10427,31
10428,56
10429,55
10430,80
10431,62
10432,45
10433,64
10434,78
10435,74
10436,40
10437,54
10438,78
10439,65
10440,74
10441,51
10442,59
10443,72
10444,67
10445,64
10446,66
10447,62
10448,83
10449,72
10450,90
10451,68
10452,62
10453,71
10454,70
10455,70
10456,58
10457,32
10458,67
10459,53
10460,62
10461,48
10462,90
10463,68
10464,74
10465,45
10466,66
10467,84
10468,70
10469,56
10470,65
10471,75
10472,79
10473,51
10474,45
10475,58
10476,71
10477,46
10478,55
10479,39
10480,84
10481,90
10482,71
10483,55
10484,76
10485,56
10486,74
10487,29
10488,63
10489,86
10490,18
10491,64
10492,42
10493,36
10494,72
10495,70
10496,78
10497,61
10498,70
10499,70
10500,83
10501,65
10502,82
10503,57
10504,78
10505,86
10506,86
10507,71
10508,80
10509,62
10510,84
10511,57
10512,54
10513,59
10514,70
10515,74
10516,48
10517,72
10518,55
10519,80
10520,71
10521,66
10522,75
10523,67
10524,65
10525,58
10526,48
10527,58
10528,70
10529,73
10530,63
10531,59
10532,31
10533,66
10534,30
10535,61
10536,61
10537,67
10538,70
10539,71
10540,72
10541,75
10542,50
10543,68
10544,57
10545,30
10546,72
10547,34
10548,84
10549,71
10550,81
10551,48
10552,87
10553,59
10554,81
10555,45
10556,63
10557,63
10558,58
10559,40
10560,69
10561,69
10562,73
10563,84
10564,77
10565,81
10566,74
10567,31
10568,72
10569,68
10570,78
10571,57
10572,68
10573,71
10574,73
10575,46
10576,86
10577,77
10578,36
10579,62
10580,61
10581,63
10582,67
10583,83
10584,76
10585,67
10586,59
10587,82
10588,68
10589,32
10590,72
10591,80
10592,65
10593,70
10594,75
10595,82
10596,74
10597,70
10598,83
10599,67
10600,56
10601,52
10602,36
10603,25
10604,60
10605,71
10606,65
10607,43
10608,43
10609,62
10610,58
10611,68
10612,71
10613,79
10614,69
10615,69
10616,73
10617,84
10618,67
10619,61
10620,34
10621,90
10622,62
10623,50
10624,71
10625,72
10626,41
10627,81
10628,80
10629,70
10630,50
10631,66
10632,57
10633,64
10634,51
10635,60
10636,40
10637,65
10638,73
10639,57
10640,68
10641,73
10642,79
10643,43
10644,69
10645,76
10646,54
10647,65
10648,37
10649,62
10650,90
10651,51
10652,80
10653,52
10654,62
10655,55
10656,66
10657,30
10658,72
10659,72
10660,61
10661,34
10662,73
10663,82
10664,70
10665,45
10666,70
10667,79
10668,74
10669,65
10670,50
10671,60
10672,85
10673,62
10674,62
10675,34
10676,86
10677,67
10678,59
10679,81
10680,65
10681,45
10682,74
10683,66
10684,59
10685,56
10686,66
10687,64
10688,72
10689,69
10690,70
10691,44
10692,63
10693,63
10694,70
10695,49
10696,38
10697,72
10698,51
10699,65
10700,70
10701,63
10702,59
10703,72
10704,64
10705,80
10706,57
10707,57
10708,50
10709,56
10710,56
10711,82
10712,60
10713,49
10714,63
10715,60
10716,34
10717,57
10718,74
10719,78
10720,62
10721,49
10722,59
10723,74
10724,77
10725,73
10726,71
10727,50
10728,37
10729,35
10730,35
10731,66
10732,79
10733,79
10734,69
10735,74
10736,77
10737,71
10738,73
10739,67
10740,39
10741,72
10742,48
10743,67
10744,63
10745,61
10746,44
10747,75
10748,58
10749,67
10750,61
10751,66
10752,66
10753,73
10754,60
10755,70
10756,76
10757,62
10758,74
10759,54
10760,61
10761,61
10762,49
10763,70
10764,64
10765,63
10766,73
10767,64
10768,35
10769,33
10770,59
10771,56
10772,43
10773,29
10774,72
10775,67
10776,71
10777,68
10778,47
10779,63
10780,81
10781,69
10782,34
10783,85
10784,31
10785,74
10786,71
10787,65
10788,71
10789,66
10790,65
10791,75
10792,63
10793,56
10794,39
10795,77
10796,64
10797,64
10798,79
10799,72
10800,73
10801,51
10802,35
10803,69
10804,50
10805,84
10806,57
10807,74
10808,75
10809,72
10810,72
10811,59
10812,59
10813,63
10814,77
10815,77
10816,68
10817,51
10818,57
10819,65
10820,79
10821,76
10822,28
10823,74
10824,73
10825,92
10826,87
10827,80
10828,69
10829,76
10830,77
10831,57
10832,65
10833,67
10834,72
10835,71
10836,53
10837,61
10838,78
10839,68
10840,83
10841,63
10842,76
10843,54
10844,88
10845,77
10846,63
10847,57
10848,31
10849,84
10850,70
10851,72
10852,52
10853,67
10854,52
10855,68
10856,79
10857,55
10858,67
10859,69
10860,73
10861,89
10862,63
10863,63
10864,73
10865,67
10866,60
10867,75
10868,78
10869,59
10870,59
10871,56
10872,85
10873,43
10874,51
10875,73
10876,53
10877,57
10878,87
10879,60
10880,66
10881,71
10882,70
10883,50
10884,50
10885,67
10886,50
10887,74
10888,36
10889,74
10890,68
10891,31
10892,50
10893,61
10894,54
10895,55
10896,68
10897,67
10898,37
10899,62
10900,69
10901,63
10902,33
10903,79
10904,52
10905,68
10906,70
10907,50
10908,55
10909,76
10910,75
10911,72
10912,57
10913,72
10914,72
10915,74
10916,73
10917,71
10918,70
10919,67
10920,48
10921,44
10922,60
10923,61
10924,83
10925,74
10926,81
10927,60
10928,56
10929,74
10930,75
10931,77
10932,76
10933,62
10934,77
10935,68
10936,76
10937,80
10938,32
10939,22
10940,80
10941,77
10942,87
10943,68
10944,74
10945,77
10946,42
10947,73
10948,59
10949,41
10950,76
10951,67
10952,37
10953,77
10954,70
10955,78
10956,56
10957,77
10958,68
10959,48
10960,57
10961,65
10962,60
10963,64
10964,78
10965,78
10966,85
10967,74
10968,73
10969,31
10970,57
10971,68
10972,63
10973,77
10974,60
10975,39
10976,43
10977,50
10978,53
10979,68
10980,70
10981,52
10982,58
10983,58
10984,70
10985,76
10986,57
10987,85
10988,56
10989,57
10990,50
10991,70
10992,58
10993,70
10994,65
10995,70
10996,68
10997,73
10998,75
10999,50
11000,62
11001,64
11002,60
11003,77
11004,72
11005,65
11006,61
11007,79
11008,75
11009,83
11010,63
11011,46
11012,41
11013,64
11014,78
11015,46
11016,46
11017,66
11018,58
11019,74
11020,72
11021,69
11022,49
11023,31
11024,74
11025,67
11026,62
11027,68
11028,63
11029,76
11030,71
11031,67
11032,74
11033,91
11034,84
11035,62
11036,76
11037,28
11038,72
11039,40
11040,73
11041,55
11042,92
11043,72
11044,75
11045,68
11046,66
11047,90
11048,74
11049,37
11050,72
11051,55
11052,63
11053,92
11054,61
11055,65
11056,31
11057,50
11058,70
11059,60
11060,65
11061,56
11062,74
11063,63
11064,65
11065,37
11066,82
11067,82
11068,70
11069,64
11070,67
11071,75
11072,50
11073,66
11074,67
11075,43
11076,77
11077,57
11078,60
11079,60
11080,51
11081,77
11082,63
11083,58
11084,63
11085,68
11086,74
11087,47
11088,77
11089,66
11090,73
11091,82
11092,68
11093,52
11094,77
11095,73
11096,39
11097,43
11098,36
11099,50
11100,53
11101,65
11102,59
11103,66
11104,61
11105,70
11106,41
11107,73
11108,66
11109,87
11110,29
11111,31
11112,71
11113,47
11114,79
11115,51
11116,56
11117,82
11118,82
11119,55
11120,80
11121,73
11122,72
11123,60
11124,64
11125,80
11126,41
11127,65
11128,48
11129,77
11130,61
11131,53
11132,92
11133,55
11134,43
11135,73
11136,91
11137,81
11138,91
11139,69
11140,58
11141,58
11142,55
11143,58
11144,59
11145,81
11146,69
11147,50
11148,87
11149,72
11150,59
11151,50
11152,71
11153,64
11154,87
11155,68
11156,68
11157,61
11158,72
11159,77
11160,70
11161,48
11162,63
11163,69
11164,55
11165,32
11166,71
11167,72
11168,56
11169,56
11170,43
11171,58
11172,66
11173,74
11174,50
11175,57
11176,59
11177,52
11178,85
11179,58
11180,52
11181,33
11182,53
11183,68
11184,72
11185,35
11186,79
11187,71
11188,90
11189,73
11190,76
11191,57
11192,31
11193,78
11194,88
11195,58
11196,40
11197,70
11198,48
11199,49
11200,80
11201,81
11202,73
11203,65
11204,78
11205,59
11206,67
11207,42
11208,35
11209,86
11210,57
11211,47
11212,64
11213,80
11214,55
11215,80
11216,62
11217,36
11218,61
11219,51
11220,51
11221,88
11222,76
11223,80
11224,81
11225,75
11226,73
11227,43
11228,61
11229,66
11230,47
11231,49
11232,74
11233,69
11234,60
11235,55
11236,43
11237,72
11238,59
11239,74
11240,68
11241,72
11242,82
11243,71
11244,68
11245,61
11246,83
11247,82
11248,35
11249,58
11250,73
11251,50
11252,55
11253,58
11254,67
11255,60
11256,85
11257,73
11258,34
11259,74
11260,71
11261,73
11262,53
11263,57
11264,64
11265,42
11266,70
11267,66
11268,68
11269,61
11270,73
11271,73
11272,62
11273,67
11274,84
11275,53
11276,60
11277,78
11278,67
11279,49
11280,72
11281,76
11282,58
11283,36
11284,37
11285,70
11286,61
11287,35
11288,33
11289,71
11290,71
11291,65
11292,74
11293,35
11294,84
11295,72
11296,62
11297,71
11298,75
11299,37
11300,81
11301,53
11302,53
11303,77
11304,70
11305,63
11306,70
11307,62
11308,67
11309,61
11310,68
11311,68
11312,49
11313,39
11314,73
11315,72
11316,84
11317,72
11318,60
11319,32
11320,35
11321,83
11322,83
11323,72
11324,45
11325,42
11326,63
11327,82
11328,58
11329,81
11330,73
11331,73
11332,32
11333,66
11334,74
11335,71
11336,63
11337,77
11338,54
11339,66
11340,74
11341,64
11342,52
11343,62
11344,44
11345,84
11346,70
11347,63
11348,71
11349,60
11350,43
11351,45
11352,55
11353,78
11354,55
11355,39
11356,56
11357,61
11358,30
11359,72
11360,67
11361,36
11362,55
11363,59
11364,31
11365,63
11366,37
11367,69
11368,80
11369,70
11370,32
11371,33
11372,71
11373,71
11374,65
11375,74
11376,73
11377,74
11378,57
11379,62
11380,66
11381,76
11382,65
11383,91
11384,42
11385,90
11386,61
11387,78
11388,69
11389,72
11390,64
11391,64
11392,36
11393,89
11394,40
